Year,Value,UNIT_MEASURE
2010,3715.6,M_TNG
2011,4493.3,M_TNG
2012,6146.6,M_TNG
2013,7347.6,M_TNG
2014,7362.5,M_TNG
2015,6842.6,M_TNG
2016,8149.6,M_TNG
2017,8045.2,M_TNG
2018,8566.2,M_TNG
