Year,Value,UNIT_MEASURE
2010,27.2,PT
2011,38.4,PT
2012,36.8,PT
2013,34.6,PT
2014,32.0,PT
2015,12.9,PT
2016,14.1,PT
2017,18.5,PT
2018,24.1,PT
2019,22.59925591060644,PT
