Year,Value,UNIT_MEASURE
2010,1.7,PERSONS
2011,3.1,PERSONS
2012,2.7,PERSONS
2013,3.3,PERSONS
2014,3.4,PERSONS
2015,2.5,PERSONS
2016,2.0,PERSONS
2017,1.8,PERSONS
2018,1.3,PERSONS
2019,1.7,PERSONS
