Year,Value,UNIT_MEASURE
2010,1.5,PT
2011,1.5,PT
2012,1.3,PT
2013,0.8,PT
2014,0.7,PT
2015,0.6,PT
2016,0.7,PT
2017,0.8,PT
2018,0.6,PT
