Year,Value,UNIT_MEASURE
2010,1.1,PT
2011,1.1,PT
2012,1.2,PT
2013,1.5,PT
2014,1.4,PT
2015,1.2,PT
2016,1.2,PT
2017,1.3,PT
2018,1.4,PT
2019,1.4,PT
