Year,Value,SERIES,UNIT_MEASURE
2011,0.1,_L_KZ_010101_1A,PT
2011,1.2,_L_KZ_010101_1B,PT
2011,15.3,_L_KZ_010101_1C,PT
2012,0.0,_L_KZ_010101_1A,PT
2012,1.0,_L_KZ_010101_1B,PT
2012,17.7,_L_KZ_010101_1C,PT
2013,0.0,_L_KZ_010101_1A,PT
2013,0.7,_L_KZ_010101_1B,PT
2013,13.6,_L_KZ_010101_1C,PT
2014,0.0,_L_KZ_010101_1A,PT
2014,0.7,_L_KZ_010101_1B,PT
2014,15.0,_L_KZ_010101_1C,PT
2015,0.0,_L_KZ_010101_1A,PT
2015,0.7,_L_KZ_010101_1B,PT
2015,16.1,_L_KZ_010101_1C,PT
2016,0.0,_L_KZ_010101_1A,PT
2016,0.5,_L_KZ_010101_1B,PT
2016,13.7,_L_KZ_010101_1C,PT
2017,0.0,_L_KZ_010101_1A,PT
2017,0.5,_L_KZ_010101_1B,PT
2017,11.4,_L_KZ_010101_1C,PT
2018,0.0,_L_KZ_010101_1A,PT
2018,0.3,_L_KZ_010101_1B,PT
2018,8.5,_L_KZ_010101_1C,PT
2019,0.0,_L_KZ_010101_1A,PT
2019,0.2,_L_KZ_010101_1B,PT
2019,6.2,_L_KZ_010101_1C,PT
