Year,Value,UNIT_MEASURE
2010,0.1534083148247186,PT
2011,0.15,PT
2012,0.17,PT
2013,0.17,PT
2014,0.17,PT
2015,0.17,PT
2016,0.14,PT
2017,0.13,PT
2018,0.12,PT
2019,0.12,PT
