Year,Value,UNIT_MEASURE
2010,0.15,PT
2011,0.09,PT
2012,0.14,PT
2013,0.14,PT
2014,0.18,PT
2015,0.16,PT
2016,0.28,PT
2017,0.34,PT
2018,0.36,PT
2019,0.28,PT
