Year,Value,UNIT_MEASURE
2010,59.2,PT
2011,73.2,PT
2012,85.7,PT
2013,91.5,PT
2014,96.0,PT
2015,97.99,PT
2016,100.0,PT
2017,100.0,PT
2018,100.0,PT
2019,100.0,PT
