Year,Value,UNIT_MEASURE
2010,18.41463344556467,PT
2011,18.891244002423637,PT
2012,18.1909864759323,PT
2013,19.323264914593533,PT
2014,18.55172612091414,PT
2015,19.981574480183674,PT
2016,19.833523265845937,PT
2017,17.59057676570408,PT
2018,23.4,PT
