Year,Value,UNIT_MEASURE
2014,20947.0,PER_100000_POP
2015,21084.0,PER_100000_POP
2016,21860.0,PER_100000_POP
2017,19839.0,PER_100000_POP
2018,20578.0,PER_100000_POP
2019,20706.0,PER_100000_POP
