Year,Value,UNIT_MEASURE
2010,19.7,PT
2011,19.6,PT
2012,19.7,PT
2013,19.4,PT
2014,19.4,PT
2015,19.4,PT
2016,193.0,PT
2017,19.1,PT
2018,19.8,PT
2019,20.0,PT
