Year,Value,UNIT_MEASURE
2011,22.0,PT
2012,27.7,PT
2013,32.7,PT
2014,28.3,PT
2015,24.1,PT
2016,32.4,PT
2017,52.4,PT
2018,34.4,PT
2019,41.0,PT
