Year,Value,UNIT_MEASURE
2010,87.1,PT
2011,71.4,PT
2012,54.9,PT
2013,56.4,PT
2014,54.2,PT
2015,77.0,PT
2016,73.2,PT
2017,73.1,PT
2018,59.3,PT
2019,64.0,PT
