Year,Value,UNIT_MEASURE
2010,1043,PERSONS
2011,877,PERSONS
2012,769,PERSONS
2013,656,PERSONS
2014,701,PERSONS
2015,768,PERSONS
2016,810,PERSONS
2017,834,PERSONS
2018,877,PERSONS
2019,1146,PERSONS
