Year,Value,UNIT_MEASURE
2010,0.1534083148247186,Percent
2011,0.15,Percent
2012,0.17,Percent
2013,0.17,Percent
2014,0.17,Percent
2015,0.17,Percent
2016,0.14,Percent
2017,0.13,Percent
2018,0.12,Percent
2019,0.12,Percent
