Year,Value,UNIT_MEASURE
2010,0.05,Percent
2011,0.05,Percent
2012,0.05,Percent
2013,0.2,Percent
2014,0.2,Percent
2015,0.2,Percent
2016,0.18,Percent
2017,0.19,Percent
2018,0.19,Percent
2019,0.2,Percent
