Year,Value,UNIT_MEASURE
2010,210.0,Percent
2011,21.0,Percent
2012,23.9,Percent
2013,26.5,Percent
2014,27.7,Percent
2015,25.9,Percent
2016,23.9,Percent
2017,25.8,Percent
2018,267.0,Percent
2019,339.0,Percent
