Year,Value,UNIT_MEASURE
2010,428.8,thousand of tenge
2011,641.6,thousand of tenge
2012,612.2,thousand of tenge
2013,781.9,thousand of tenge
2014,1070.2,thousand of tenge
2015,1242.3,thousand of tenge
2016,1401.9,thousand of tenge
2017,1735.9,thousand of tenge
2018,2076.6,thousand of tenge
2019,2466.0,thousand of tenge
