Year,Value,UNIT_MEASURE
2010,55.0,thousands hectares
2011,67.9,thousands hectares
2012,81.0,thousands hectares
2013,92.8,thousands hectares
2014,109.8,thousands hectares
2015,136.5,thousands hectares
2016,170.3,thousands hectares
2017,183.4,thousands hectares
2018,215.5,thousands hectares
2019,210.5,thousands hectares
