Year,Value,UNIT_MEASURE
2010,17.4,Percent
2011,18.1,Percent
2012,17.5,Percent
2013,18.5,Percent
2014,17.8,Percent
2015,19.3,Percent
2016,19.1,Percent
2017,17.1,Percent
2018,22.4,Percent
2019,23.2,Percent
