Year,Value,UNIT_MEASURE
2012,17.0,Percent
2013,18.0,Percent
2014,23.0,Percent
2015,23.12,Percent
2016,26.8,Percent
2017,30.86,Percent
2018,32.2,Percent
2019,34.0,Percent
