Year,Value,UNIT_MEASURE
2010,27,Percent
2011,25,Percent
2012,28,Percent
2013,26,Percent
2014,24,Percent
2015,32,Percent
2016,32,Percent
2017,33,Percent
2018,31,Percent
2019,32,Percent
