Year,Value,UNIT_MEASURE
2010,36.5,Percent
2011,51.6,Percent
2012,40.2,Percent
2013,29.4,Percent
2014,36.7,Percent
2015,40.1,Percent
2016,43.4,Percent
2017,41.6,Percent
2018,42.9,Percent
2019,41.2,Percent
