Year,Value,UNIT_MEASURE
2010,5.8,Percent
2011,5.4,Percent
2012,5.3,Percent
2013,5.2,Percent
2014,5.0,Percent
2015,5.1,Percent
2016,5.0,Percent
2017,4.9,Percent
2018,4.9,Percent
2019,4.8,Percent
