Year,Value,SERIES,UNIT_MEASURE
2010,2439.3905,Cargo transported by all means of transport,millions tonnes
2010,194.0,Pipeline,millions tonnes
2010,267.9,Railway,millions tonnes
2010,1971.8,Automobile,millions tonnes
2010,0.289,Air,millions tonnes
2010,1.1199,Inland water еransport,millions tonnes
2010,4.655,nautical,millions tonnes
2010,13186.4941,Passengers transported by all means of transport,mln.people
2010,19.6,Railway transport,mln.people
2010,13083.9,Automobile,mln.people
2010,0.1,Inland water еransport,mln.people
2010,3.4,Air,mln.people
2010,79.53,City electric transport,mln.people
2010,1971.77081,_L_KZ_090102_1J,millions tonnes
2010,13163.44535,Passengers transported by all means of transport,mln.people
2010,28869.7,transported by air,tons
2010,3379.2,passengers transported by air,thousand people
2010,193.9595,performance indicators of pipeline transport,millions tonnes
2010,4.655,Перевезено грузов с морским транспортом,millions tonnes
2011,2974.9231,Cargo transported by all means of transport,millions tonnes
2011,214.1,Pipeline,millions tonnes
2011,279.7,Railway,millions tonnes
2011,2475.5,Automobile,millions tonnes
2011,0.316,Air,millions tonnes
2011,1.082,Inland water еransport,millions tonnes
2011,4.557,nautical,millions tonnes
2011,16647.1626,Passengers transported by all means of transport,mln.people
2011,20.5,Railway transport,mln.people
2011,16544.7,Automobile,mln.people
2011,0.1,Inland water еransport,mln.people
2011,4.1,Air,mln.people
2011,77.0,City electric transport,mln.people
2011,2475.46041,_L_KZ_090102_1J,millions tonnes
2011,16622.40527,Passengers transported by all means of transport,mln.people
2011,31554.9,transported by air,tons
2011,4131.3,passengers transported by air,thousand people
2011,214.079,performance indicators of pipeline transport,millions tonnes
2011,4.557,Перевезено грузов с морским транспортом,millions tonnes
2012,3231.8419,Cargo transported by all means of transport,millions tonnes
2012,213.2,Pipeline,millions tonnes
2012,294.8,Railway,millions tonnes
2012,2718.4,Automobile,millions tonnes
2012,0.22,Air,millions tonnes
2012,1.2907,Inland water еransport,millions tonnes
2012,4.0483,nautical,millions tonnes
2012,18484.6485,Passengers transported by all means of transport,mln.people
2012,24.4,Railway transport,mln.people
2012,18380.2,Automobile,mln.people
2012,0.1,Inland water еransport,mln.people
2012,4.5,Air,mln.people
2012,69.6,City electric transport,mln.people
2012,2718.43909,_L_KZ_090102_1J,millions tonnes
2012,18455.68435,Passengers transported by all means of transport,mln.people
2012,21954.2,transported by air,tons
2012,4512.0,passengers transported by air,thousand people
2012,213.2221,performance indicators of pipeline transport,millions tonnes
