Year,Value,UNIT_MEASURE
2010,3715.6,million tenge
2011,4493.3,million tenge
2012,6146.6,million tenge
2013,7347.6,million tenge
2014,7362.5,million tenge
2015,6842.6,million tenge
2016,8149.6,million tenge
2017,8045.2,million tenge
2018,8566.2,million tenge
