Year,Value,UNIT_MEASURE
2010,21.3,Percent
2011,21.3,Percent
2012,21.3,Percent
2013,21.4,Percent
2014,21.4,Percent
2015,21.4,Percent
2016,21.5,Percent
2017,21.1,Percent
2018,21.8,Percent
2019,21.8,Percent
