Year,Value,UNIT_MEASURE
2010,14.4,Percent
2011,11.6,Percent
2012,12.3,Percent
2013,12.3,Percent
2014,14.3,Percent
2015,22.1,Percent
2016,24.3,Percent
2017,24.8,Percent
2018,24.9,Percent
2019,24.0,Percent
