Year,Value,UNIT_MEASURE
2010,23.4,Percent
2011,25.0,Percent
2012,27.8,Percent
2013,27.4,Percent
2014,32.4,Percent
2015,32.5,Percent
2016,34.6,Percent
2017,36.6,Percent
2018,40.0,Percent
