Year,Value,UNIT_MEASURE
2011,7.09,Percent
2012,4.17,Percent
2013,1.45,Percent
2014,3.67,Percent
2015,1.52,Percent
2016,3.76,Percent
2017,3.12,Percent
2018,1.22,Percent
