Year,Value,UNIT_MEASURE
2010,30.48,Percent
2011,28.59,Percent
2012,27.1,Percent
2013,23.7,Percent
2014,20.53,Percent
2015,21.12,Percent
2016,20.84,Percent
2017,19.73,Percent
2018,19.28,Percent
2019,17.41,Percent
