Year,Value,UNIT_MEASURE
2010,14.9,Percent
2011,17.8,Percent
2012,21.5,Percent
2013,23.0,Percent
2014,16.22,Percent
2015,9.3,Percent
2016,7.41,Percent
2017,4.38,Percent
2018,3.6,Percent
2019,24.66,Percent
