Year,Value,UNIT_MEASURE
2010,87.4,Percent
2011,88.6,Percent
2012,92.2,Percent
2013,92.4,Percent
2014,92.8,Percent
2015,93.1,Percent
2016,93.3,Percent
2017,93.3,Percent
2018,94.4,Percent
2019,95.5,Percent
