Year,Value,UNIT_MEASURE
2010,6.5,Percent
2011,5.5,Percent
2012,3.8,Percent
2013,2.9,Percent
2014,2.9,Percent
2015,2.6,Percent
2016,2.5,Percent
2017,2.7,Percent
2018,4.3,Percent
2019,4.3,Percent
