Year,Value,SERIES,UNIT_MEASURE
2010,4.7,сайгак,Percent
2010,0.7,тугайный благородный олень,Percent
2010,0.9,кулан,Percent
2010,-25.1,джейран,Percent
2010,2.6,архар,Percent
2011,19.3,сайгак,Percent
2011,7.1,тугайный благородный олень,Percent
2011,16.8,кулан,Percent
2011,4.3,джейран,Percent
2011,2.0,архар,Percent
2012,34.8,сайгак,Percent
2012,3.1,тугайный благородный олень,Percent
2012,10.3,кулан,Percent
2012,2.0,джейран,Percent
2012,4.7,архар,Percent
2013,36.0,сайгак,Percent
2013,3.4,тугайный благородный олень,Percent
2013,6.1,кулан,Percent
2013,0.8,джейран,Percent
2013,1.4,архар,Percent
2014,37.3,сайгак,Percent
2014,4.5,тугайный благородный олень,Percent
2014,5.1,кулан,Percent
2014,1.5,джейран,Percent
2014,6.6,архар,Percent
2015,15.1,сайгак,Percent
2015,4.5,тугайный благородный олень,Percent
2015,5.1,кулан,Percent
2015,1.5,джейран,Percent
2015,6.6,архар,Percent
2016,-63.3,сайгак,Percent
2016,42.3,тугайный благородный олень,Percent
2016,5.89,кулан,Percent
2016,0.16,джейран,Percent
2016,1.7,архар,Percent
2017,40.9,сайгак,Percent
2017,15.2,тугайный благородный олень,Percent
2017,4.6,кулан,Percent
2017,3.8,джейран,Percent
2017,5.1,архар,Percent
2018,41.0,сайгак,Percent
2018,3.7,тугайный благородный олень,Percent
2018,2.9,кулан,Percent
2018,2.3,джейран,Percent
2018,1.5,архар,Percent
2019,55.5,сайгак,Percent
2019,2.5,тугайный благородный олень,Percent
2019,2.3,кулан,Percent
2019,2.3,джейран,Percent
2019,5.2,архар,Percent
