Year,Value,UNIT_MEASURE
2011,3.0,Percent
2012,1.8,Percent
2013,1.2,Percent
2014,1.3,Percent
2015,3.1,Percent
2016,4.5,Percent
2017,3.6,Percent
2018,4.6,Percent
2019,4.1,Percent
