Year,Value,UNIT_MEASURE
2010,49.4,Percent
2011,47.4,Percent
2012,31.0,Percent
2013,30.3,Percent
2014,29.1,Percent
2015,38.3,Percent
2016,34.4,Percent
2017,31.8,Percent
2018,30.8,Percent
2019,28.2,Percent
