Year,Value,UNIT_MEASURE
2012,3.5065578554111165,Percent
2013,3.685402162446737,Percent
2014,3.433270472821785,Percent
2015,3.4012183873910518,Percent
2016,3.041477748548792,Percent
2017,2.6269248163889456,Percent
2018,2.6117563333170843,Percent
