Year,Value,UNIT_MEASURE
2012,1.0,Percent
2013,1.58,Percent
2014,2.21,Percent
2015,1.8,Percent
2016,2.6,Percent
2017,9.0,Percent
2018,11.51,Percent
2019,14.9,Percent
