Year,Value,UNIT_MEASURE
2014,134752.0,Number of individuals
2015,159480.0,Number of individuals
2016,155870.0,Number of individuals
2017,164105.0,Number of individuals
2018,166695.0,Number of individuals
2019,156114.0,Number of individuals
