Year,Value,UNIT_MEASURE
2010,2.3,Percent
2011,2.4,Percent
2012,2.3,Percent
2013,2.0,Percent
2014,1.5,Percent
2015,2.0,Percent
2016,5.6,Percent
2017,6.4,Percent
2018,6.1,Percent
2019,8.8,Percent
