Year,Value,UNIT_MEASURE
2011,22.0,Percent
2012,27.7,Percent
2013,32.7,Percent
2014,28.3,Percent
2015,24.1,Percent
2016,32.4,Percent
2017,52.4,Percent
2018,34.4,Percent
2019,41.0,Percent
