Year,Value,UNIT_MEASURE
2012,26.0,Percent
2013,24.3,Percent
2014,25.0,Percent
2015,22.9,Percent
2016,18.6,Percent
2017,16.2,Percent
2018,14.9,Percent
2019,13.7,Percent
