Year,Value,UNIT_MEASURE
2011,5.0,Percent
2012,11.0,Percent
2013,13.0,Percent
2014,5.0,Percent
2015,14.0,Percent
2016,12.0,Percent
2017,11.0,Percent
2018,12.0,Percent
2019,23.0,Percent
