Year,Value,UNIT_MEASURE
2010,1.1,Percent
2011,1.1,Percent
2012,1.2,Percent
2013,1.5,Percent
2014,1.4,Percent
2015,1.2,Percent
2016,1.2,Percent
2017,1.3,Percent
2018,1.4,Percent
2019,1.4,Percent
