Year,Value,UNIT_MEASURE
2010,0.5,Percent
2011,0.25,Percent
2012,0.37,Percent
2013,0.53,Percent
2014,0.6,Percent
2015,0.93,Percent
2016,2.07,Percent
2017,1.97,Percent
2018,1.2,Percent
2019,3.0935267891742,Percent
