Year,Value,UNIT_MEASURE
2010,0.15,Percent
2011,0.09,Percent
2012,0.14,Percent
2013,0.14,Percent
2014,0.18,Percent
2015,0.16,Percent
2016,0.28,Percent
2017,0.34,Percent
2018,0.36,Percent
2019,0.28,Percent
