Year,Value,UNIT_MEASURE
2010,-527264.2,million tenge
2011,-568618.5,million tenge
2012,-890308.7,million tenge
2013,-700927.8,million tenge
2014,-1086670.4,million tenge
2015,-915704.8,million tenge
2016,-737717.6,million tenge
2017,-1455319.8,million tenge
2018,-833072.3,million tenge
2019,-1285306.7,million tenge
