Year,UNIT_MEASURE,SERIES,Value
2015,PT,_L_KZ_020102_1B,7.8
2015,PT,_L_KZ_020102_1A,1.4
2016,PT,_L_KZ_020102_1B,7.8
2016,PT,_L_KZ_020102_1A,1.4
2017,PT,_L_KZ_020102_1B,7.8
2017,PT,_L_KZ_020102_1A,1.4
2018,PT,_L_KZ_020102_1B,4.2
2018,PT,_L_KZ_020102_1A,1.7
2019,PT,_L_KZ_020102_1B,5.3
2019,PT,_L_KZ_020102_1A,1.9
