Year,UNIT_MEASURE,SEX,URBANISATION,REF_AREA,Value
2010,PER_1000_LIVE_BIRTHS,_T,,,19.55
2010,PER_1000_LIVE_BIRTHS,_T,,KZAKM,16.99
2010,PER_1000_LIVE_BIRTHS,_T,,KZAKT,19.45
2010,PER_1000_LIVE_BIRTHS,_T,,KZALM,16.06
2010,PER_1000_LIVE_BIRTHS,_T,,KZATY,19.78
2010,PER_1000_LIVE_BIRTHS,_T,,KZZAP,17.17
2010,PER_1000_LIVE_BIRTHS,_T,,KZZHA,20.5
2010,PER_1000_LIVE_BIRTHS,_T,,KZKAR,17.31
2010,PER_1000_LIVE_BIRTHS,_T,,KZKUS,16.51
2010,PER_1000_LIVE_BIRTHS,_T,,KZKZY,26.47
2010,PER_1000_LIVE_BIRTHS,_T,,KZMAN,21.64
2010,PER_1000_LIVE_BIRTHS,_T,,KZONT,23.0
2010,PER_1000_LIVE_BIRTHS,_T,,KZPAV,15.03
2010,PER_1000_LIVE_BIRTHS,_T,,KZSEV,16.4
2010,PER_1000_LIVE_BIRTHS,_T,,KZVOS,22.27
2010,PER_1000_LIVE_BIRTHS,_T,,KZNS,12.68
2010,PER_1000_LIVE_BIRTHS,_T,,KZALA,18.84
2010,PER_1000_LIVE_BIRTHS,_T,U,,19.09
2010,PER_1000_LIVE_BIRTHS,_T,U,KZAKM,16.63
2010,PER_1000_LIVE_BIRTHS,_T,U,KZAKT,19.15
2010,PER_1000_LIVE_BIRTHS,_T,U,KZALM,18.68
2010,PER_1000_LIVE_BIRTHS,_T,U,KZATY,17.69
2010,PER_1000_LIVE_BIRTHS,_T,U,KZZAP,15.04
2010,PER_1000_LIVE_BIRTHS,_T,U,KZZHA,21.62
2010,PER_1000_LIVE_BIRTHS,_T,U,KZKAR,17.1
2010,PER_1000_LIVE_BIRTHS,_T,U,KZKUS,15.02
2010,PER_1000_LIVE_BIRTHS,_T,U,KZKZY,25.25
2010,PER_1000_LIVE_BIRTHS,_T,U,KZMAN,22.03
2010,PER_1000_LIVE_BIRTHS,_T,U,KZONT,24.55
2010,PER_1000_LIVE_BIRTHS,_T,U,KZPAV,14.18
2010,PER_1000_LIVE_BIRTHS,_T,U,KZSEV,14.21
2010,PER_1000_LIVE_BIRTHS,_T,U,KZVOS,21.29
2010,PER_1000_LIVE_BIRTHS,_T,U,KZNS,12.68
2010,PER_1000_LIVE_BIRTHS,_T,U,KZALA,18.84
2010,PER_1000_LIVE_BIRTHS,_T,R,,20.06
2010,PER_1000_LIVE_BIRTHS,_T,R,KZAKM,17.4
2010,PER_1000_LIVE_BIRTHS,_T,R,KZAKT,19.93
2010,PER_1000_LIVE_BIRTHS,_T,R,KZALM,15.18
2010,PER_1000_LIVE_BIRTHS,_T,R,KZATY,22.07
2010,PER_1000_LIVE_BIRTHS,_T,R,KZZAP,19.6
2010,PER_1000_LIVE_BIRTHS,_T,R,KZZHA,19.82
2010,PER_1000_LIVE_BIRTHS,_T,R,KZKAR,18.03
2010,PER_1000_LIVE_BIRTHS,_T,R,KZKUS,18.08
2010,PER_1000_LIVE_BIRTHS,_T,R,KZKZY,27.45
2010,PER_1000_LIVE_BIRTHS,_T,R,KZMAN,21.27
2010,PER_1000_LIVE_BIRTHS,_T,R,KZONT,22.05
2010,PER_1000_LIVE_BIRTHS,_T,R,KZPAV,16.76
2010,PER_1000_LIVE_BIRTHS,_T,R,KZSEV,18.04
2010,PER_1000_LIVE_BIRTHS,_T,R,KZVOS,23.51
2010,PER_1000_LIVE_BIRTHS,M,,,21.76
2010,PER_1000_LIVE_BIRTHS,M,,KZAKM,19.91
2010,PER_1000_LIVE_BIRTHS,M,,KZAKT,22.31
2010,PER_1000_LIVE_BIRTHS,M,,KZALM,17.44
2010,PER_1000_LIVE_BIRTHS,M,,KZATY,20.66
2010,PER_1000_LIVE_BIRTHS,M,,KZZAP,17.91
2010,PER_1000_LIVE_BIRTHS,M,,KZZHA,23.26
2010,PER_1000_LIVE_BIRTHS,M,,KZKAR,19.52
2010,PER_1000_LIVE_BIRTHS,M,,KZKUS,19.6
2010,PER_1000_LIVE_BIRTHS,M,,KZKZY,28.04
2010,PER_1000_LIVE_BIRTHS,M,,KZMAN,21.6
2010,PER_1000_LIVE_BIRTHS,M,,KZONT,26.15
2010,PER_1000_LIVE_BIRTHS,M,,KZPAV,16.75
2010,PER_1000_LIVE_BIRTHS,M,,KZSEV,17.48
2010,PER_1000_LIVE_BIRTHS,M,,KZVOS,24.66
2010,PER_1000_LIVE_BIRTHS,M,,KZNS,14.49
2010,PER_1000_LIVE_BIRTHS,M,,KZALA,21.74
2010,PER_1000_LIVE_BIRTHS,M,U,,21.36
2010,PER_1000_LIVE_BIRTHS,M,U,KZAKM,19.65
2010,PER_1000_LIVE_BIRTHS,M,U,KZAKT,22.32
2010,PER_1000_LIVE_BIRTHS,M,U,KZALM,22.09
2010,PER_1000_LIVE_BIRTHS,M,U,KZATY,17.41
2010,PER_1000_LIVE_BIRTHS,M,U,KZZAP,12.04
2010,PER_1000_LIVE_BIRTHS,M,U,KZZHA,22.86
2010,PER_1000_LIVE_BIRTHS,M,U,KZKAR,20.52
2010,PER_1000_LIVE_BIRTHS,M,U,KZKUS,15.9
2010,PER_1000_LIVE_BIRTHS,M,U,KZKZY,28.48
2010,PER_1000_LIVE_BIRTHS,M,U,KZMAN,21.84
2010,PER_1000_LIVE_BIRTHS,M,U,KZONT,28.55
2010,PER_1000_LIVE_BIRTHS,M,U,KZPAV,15.25
2010,PER_1000_LIVE_BIRTHS,M,U,KZSEV,15.32
2010,PER_1000_LIVE_BIRTHS,M,U,KZVOS,22.69
2010,PER_1000_LIVE_BIRTHS,M,U,KZNS,14.49
2010,PER_1000_LIVE_BIRTHS,M,U,KZALA,21.74
2010,PER_1000_LIVE_BIRTHS,M,R,,22.2
2010,PER_1000_LIVE_BIRTHS,M,R,KZAKM,20.22
2010,PER_1000_LIVE_BIRTHS,M,R,KZAKT,22.28
2010,PER_1000_LIVE_BIRTHS,M,R,KZALM,15.91
2010,PER_1000_LIVE_BIRTHS,M,R,KZATY,24.27
2010,PER_1000_LIVE_BIRTHS,M,R,KZZAP,24.47
2010,PER_1000_LIVE_BIRTHS,M,R,KZZHA,23.51
2010,PER_1000_LIVE_BIRTHS,M,R,KZKAR,16.06
2010,PER_1000_LIVE_BIRTHS,M,R,KZKUS,23.58
2010,PER_1000_LIVE_BIRTHS,M,R,KZKZY,27.69
2010,PER_1000_LIVE_BIRTHS,M,R,KZMAN,21.37
2010,PER_1000_LIVE_BIRTHS,M,R,KZONT,24.66
2010,PER_1000_LIVE_BIRTHS,M,R,KZPAV,19.8
2010,PER_1000_LIVE_BIRTHS,M,R,KZSEV,19.08
2010,PER_1000_LIVE_BIRTHS,M,R,KZVOS,27.1
2010,PER_1000_LIVE_BIRTHS,F,,,17.21
2010,PER_1000_LIVE_BIRTHS,F,,KZAKM,13.86
2010,PER_1000_LIVE_BIRTHS,F,,KZAKT,16.45
2010,PER_1000_LIVE_BIRTHS,F,,KZALM,14.6
2010,PER_1000_LIVE_BIRTHS,F,,KZATY,18.84
2010,PER_1000_LIVE_BIRTHS,F,,KZZAP,16.38
2010,PER_1000_LIVE_BIRTHS,F,,KZZHA,17.54
2010,PER_1000_LIVE_BIRTHS,F,,KZKAR,14.99
2010,PER_1000_LIVE_BIRTHS,F,,KZKUS,13.15
2010,PER_1000_LIVE_BIRTHS,F,,KZKZY,24.78
2010,PER_1000_LIVE_BIRTHS,F,,KZMAN,21.69
2010,PER_1000_LIVE_BIRTHS,F,,KZONT,19.69
2010,PER_1000_LIVE_BIRTHS,F,,KZPAV,13.24
2010,PER_1000_LIVE_BIRTHS,F,,KZSEV,15.26
2010,PER_1000_LIVE_BIRTHS,F,,KZVOS,19.77
2010,PER_1000_LIVE_BIRTHS,F,,KZNS,10.75
2010,PER_1000_LIVE_BIRTHS,F,,KZALA,15.71
2010,PER_1000_LIVE_BIRTHS,F,U,,16.68
2010,PER_1000_LIVE_BIRTHS,F,U,KZAKM,13.37
2010,PER_1000_LIVE_BIRTHS,F,U,KZAKT,15.82
2010,PER_1000_LIVE_BIRTHS,F,U,KZALM,15.12
2010,PER_1000_LIVE_BIRTHS,F,U,KZATY,18.0
2010,PER_1000_LIVE_BIRTHS,F,U,KZZAP,18.14
2010,PER_1000_LIVE_BIRTHS,F,U,KZZHA,20.27
2010,PER_1000_LIVE_BIRTHS,F,U,KZKAR,13.54
2010,PER_1000_LIVE_BIRTHS,F,U,KZKUS,14.04
2010,PER_1000_LIVE_BIRTHS,F,U,KZKZY,21.82
2010,PER_1000_LIVE_BIRTHS,F,U,KZMAN,22.24
2010,PER_1000_LIVE_BIRTHS,F,U,KZONT,20.31
2010,PER_1000_LIVE_BIRTHS,F,U,KZPAV,13.07
2010,PER_1000_LIVE_BIRTHS,F,U,KZSEV,13.06
2010,PER_1000_LIVE_BIRTHS,F,U,KZVOS,19.86
2010,PER_1000_LIVE_BIRTHS,F,U,KZNS,10.75
2010,PER_1000_LIVE_BIRTHS,F,U,KZALA,15.71
2010,PER_1000_LIVE_BIRTHS,F,R,,17.8
2010,PER_1000_LIVE_BIRTHS,F,R,KZAKM,14.41
2010,PER_1000_LIVE_BIRTHS,F,R,KZAKT,17.46
2010,PER_1000_LIVE_BIRTHS,F,R,KZALM,14.42
2010,PER_1000_LIVE_BIRTHS,F,R,KZATY,19.76
2010,PER_1000_LIVE_BIRTHS,F,R,KZZAP,14.29
2010,PER_1000_LIVE_BIRTHS,F,R,KZZHA,15.92
2010,PER_1000_LIVE_BIRTHS,F,R,KZKAR,20.11
2010,PER_1000_LIVE_BIRTHS,F,R,KZKUS,12.22
2010,PER_1000_LIVE_BIRTHS,F,R,KZKZY,27.2
2010,PER_1000_LIVE_BIRTHS,F,R,KZMAN,21.16
2010,PER_1000_LIVE_BIRTHS,F,R,KZONT,19.31
2010,PER_1000_LIVE_BIRTHS,F,R,KZPAV,13.59
2010,PER_1000_LIVE_BIRTHS,F,R,KZSEV,16.93
2010,PER_1000_LIVE_BIRTHS,F,R,KZVOS,19.66
2011,PER_1000_LIVE_BIRTHS,_T,,,17.99
2011,PER_1000_LIVE_BIRTHS,_T,,KZAKM,18.3
2011,PER_1000_LIVE_BIRTHS,_T,,KZAKT,14.22
2011,PER_1000_LIVE_BIRTHS,_T,,KZALM,15.08
2011,PER_1000_LIVE_BIRTHS,_T,,KZATY,19.33
2011,PER_1000_LIVE_BIRTHS,_T,,KZZAP,14.54
2011,PER_1000_LIVE_BIRTHS,_T,,KZZHA,18.9
2011,PER_1000_LIVE_BIRTHS,_T,,KZKAR,13.5
2011,PER_1000_LIVE_BIRTHS,_T,,KZKUS,16.24
2011,PER_1000_LIVE_BIRTHS,_T,,KZKZY,23.61
2011,PER_1000_LIVE_BIRTHS,_T,,KZMAN,20.22
2011,PER_1000_LIVE_BIRTHS,_T,,KZONT,20.66
2011,PER_1000_LIVE_BIRTHS,_T,,KZPAV,15.49
2011,PER_1000_LIVE_BIRTHS,_T,,KZSEV,15.0
2011,PER_1000_LIVE_BIRTHS,_T,,KZVOS,21.28
2011,PER_1000_LIVE_BIRTHS,_T,,KZNS,12.82
2011,PER_1000_LIVE_BIRTHS,_T,,KZALA,19.45
2011,PER_1000_LIVE_BIRTHS,_T,U,,17.88
2011,PER_1000_LIVE_BIRTHS,_T,U,KZAKM,20.27
2011,PER_1000_LIVE_BIRTHS,_T,U,KZAKT,12.98
2011,PER_1000_LIVE_BIRTHS,_T,U,KZALM,15.98
2011,PER_1000_LIVE_BIRTHS,_T,U,KZATY,17.69
2011,PER_1000_LIVE_BIRTHS,_T,U,KZZAP,12.58
2011,PER_1000_LIVE_BIRTHS,_T,U,KZZHA,20.66
2011,PER_1000_LIVE_BIRTHS,_T,U,KZKAR,12.52
2011,PER_1000_LIVE_BIRTHS,_T,U,KZKUS,14.76
2011,PER_1000_LIVE_BIRTHS,_T,U,KZKZY,21.54
2011,PER_1000_LIVE_BIRTHS,_T,U,KZMAN,19.97
2011,PER_1000_LIVE_BIRTHS,_T,U,KZONT,24.63
2011,PER_1000_LIVE_BIRTHS,_T,U,KZPAV,14.1
2011,PER_1000_LIVE_BIRTHS,_T,U,KZSEV,14.19
2011,PER_1000_LIVE_BIRTHS,_T,U,KZVOS,19.94
2011,PER_1000_LIVE_BIRTHS,_T,U,KZNS,12.82
2011,PER_1000_LIVE_BIRTHS,_T,U,KZALA,19.45
2011,PER_1000_LIVE_BIRTHS,_T,R,,18.12
2011,PER_1000_LIVE_BIRTHS,_T,R,KZAKM,16.16
2011,PER_1000_LIVE_BIRTHS,_T,R,KZAKT,16.39
2011,PER_1000_LIVE_BIRTHS,_T,R,KZALM,14.79
2011,PER_1000_LIVE_BIRTHS,_T,R,KZATY,20.97
2011,PER_1000_LIVE_BIRTHS,_T,R,KZZAP,16.86
2011,PER_1000_LIVE_BIRTHS,_T,R,KZZHA,17.79
2011,PER_1000_LIVE_BIRTHS,_T,R,KZKAR,17.12
2011,PER_1000_LIVE_BIRTHS,_T,R,KZKUS,17.89
2011,PER_1000_LIVE_BIRTHS,_T,R,KZKZY,25.37
2011,PER_1000_LIVE_BIRTHS,_T,R,KZMAN,20.46
2011,PER_1000_LIVE_BIRTHS,_T,R,KZONT,18.12
2011,PER_1000_LIVE_BIRTHS,_T,R,KZPAV,18.31
2011,PER_1000_LIVE_BIRTHS,_T,R,KZSEV,15.63
2011,PER_1000_LIVE_BIRTHS,_T,R,KZVOS,23.17
2011,PER_1000_LIVE_BIRTHS,M,,,20.04
2011,PER_1000_LIVE_BIRTHS,M,,KZAKM,20.89
2011,PER_1000_LIVE_BIRTHS,M,,KZAKT,16.72
2011,PER_1000_LIVE_BIRTHS,M,,KZALM,17.29
2011,PER_1000_LIVE_BIRTHS,M,,KZATY,21.68
2011,PER_1000_LIVE_BIRTHS,M,,KZZAP,15.11
2011,PER_1000_LIVE_BIRTHS,M,,KZZHA,20.35
2011,PER_1000_LIVE_BIRTHS,M,,KZKAR,16.0
2011,PER_1000_LIVE_BIRTHS,M,,KZKUS,18.69
2011,PER_1000_LIVE_BIRTHS,M,,KZKZY,26.77
2011,PER_1000_LIVE_BIRTHS,M,,KZMAN,21.58
2011,PER_1000_LIVE_BIRTHS,M,,KZONT,22.53
2011,PER_1000_LIVE_BIRTHS,M,,KZPAV,16.26
2011,PER_1000_LIVE_BIRTHS,M,,KZSEV,18.25
2011,PER_1000_LIVE_BIRTHS,M,,KZVOS,24.62
2011,PER_1000_LIVE_BIRTHS,M,,KZNS,13.11
2011,PER_1000_LIVE_BIRTHS,M,,KZALA,21.45
2011,PER_1000_LIVE_BIRTHS,M,U,,20.2
2011,PER_1000_LIVE_BIRTHS,M,U,KZAKM,23.29
2011,PER_1000_LIVE_BIRTHS,M,U,KZAKT,15.78
2011,PER_1000_LIVE_BIRTHS,M,U,KZALM,18.63
2011,PER_1000_LIVE_BIRTHS,M,U,KZATY,21.04
2011,PER_1000_LIVE_BIRTHS,M,U,KZZAP,12.2
2011,PER_1000_LIVE_BIRTHS,M,U,KZZHA,22.97
2011,PER_1000_LIVE_BIRTHS,M,U,KZKAR,15.33
2011,PER_1000_LIVE_BIRTHS,M,U,KZKUS,16.83
2011,PER_1000_LIVE_BIRTHS,M,U,KZKZY,22.65
2011,PER_1000_LIVE_BIRTHS,M,U,KZMAN,22.35
2011,PER_1000_LIVE_BIRTHS,M,U,KZONT,27.75
2011,PER_1000_LIVE_BIRTHS,M,U,KZPAV,16.53
2011,PER_1000_LIVE_BIRTHS,M,U,KZSEV,18.55
2011,PER_1000_LIVE_BIRTHS,M,U,KZVOS,22.99
2011,PER_1000_LIVE_BIRTHS,M,U,KZNS,13.11
2011,PER_1000_LIVE_BIRTHS,M,U,KZALA,21.45
2011,PER_1000_LIVE_BIRTHS,M,R,,19.85
2011,PER_1000_LIVE_BIRTHS,M,R,KZAKM,18.15
2011,PER_1000_LIVE_BIRTHS,M,R,KZAKT,18.43
2011,PER_1000_LIVE_BIRTHS,M,R,KZALM,16.84
2011,PER_1000_LIVE_BIRTHS,M,R,KZATY,22.3
2011,PER_1000_LIVE_BIRTHS,M,R,KZZAP,18.62
2011,PER_1000_LIVE_BIRTHS,M,R,KZZHA,18.69
2011,PER_1000_LIVE_BIRTHS,M,R,KZKAR,18.48
2011,PER_1000_LIVE_BIRTHS,M,R,KZKUS,20.82
2011,PER_1000_LIVE_BIRTHS,M,R,KZKZY,30.28
2011,PER_1000_LIVE_BIRTHS,M,R,KZMAN,20.84
2011,PER_1000_LIVE_BIRTHS,M,R,KZONT,19.23
2011,PER_1000_LIVE_BIRTHS,M,R,KZPAV,15.73
2011,PER_1000_LIVE_BIRTHS,M,R,KZSEV,18.01
2011,PER_1000_LIVE_BIRTHS,M,R,KZVOS,26.93
2011,PER_1000_LIVE_BIRTHS,F,,,15.82
2011,PER_1000_LIVE_BIRTHS,F,,KZAKM,15.49
2011,PER_1000_LIVE_BIRTHS,F,,KZAKT,11.58
2011,PER_1000_LIVE_BIRTHS,F,,KZALM,12.76
2011,PER_1000_LIVE_BIRTHS,F,,KZATY,16.83
2011,PER_1000_LIVE_BIRTHS,F,,KZZAP,13.93
2011,PER_1000_LIVE_BIRTHS,F,,KZZHA,17.36
2011,PER_1000_LIVE_BIRTHS,F,,KZKAR,10.91
2011,PER_1000_LIVE_BIRTHS,F,,KZKUS,13.71
2011,PER_1000_LIVE_BIRTHS,F,,KZKZY,20.24
2011,PER_1000_LIVE_BIRTHS,F,,KZMAN,18.75
2011,PER_1000_LIVE_BIRTHS,F,,KZONT,18.67
2011,PER_1000_LIVE_BIRTHS,F,,KZPAV,14.67
2011,PER_1000_LIVE_BIRTHS,F,,KZSEV,11.5
2011,PER_1000_LIVE_BIRTHS,F,,KZVOS,17.73
2011,PER_1000_LIVE_BIRTHS,F,,KZNS,12.51
2011,PER_1000_LIVE_BIRTHS,F,,KZALA,17.27
2011,PER_1000_LIVE_BIRTHS,F,U,,15.41
2011,PER_1000_LIVE_BIRTHS,F,U,KZAKM,16.82
2011,PER_1000_LIVE_BIRTHS,F,U,KZAKT,9.95
2011,PER_1000_LIVE_BIRTHS,F,U,KZALM,13.15
2011,PER_1000_LIVE_BIRTHS,F,U,KZATY,14.26
2011,PER_1000_LIVE_BIRTHS,F,U,KZZAP,12.99
2011,PER_1000_LIVE_BIRTHS,F,U,KZZHA,18.19
2011,PER_1000_LIVE_BIRTHS,F,U,KZKAR,9.61
2011,PER_1000_LIVE_BIRTHS,F,U,KZKUS,12.58
2011,PER_1000_LIVE_BIRTHS,F,U,KZKZY,20.36
2011,PER_1000_LIVE_BIRTHS,F,U,KZMAN,17.48
2011,PER_1000_LIVE_BIRTHS,F,U,KZONT,21.35
2011,PER_1000_LIVE_BIRTHS,F,U,KZPAV,11.56
2011,PER_1000_LIVE_BIRTHS,F,U,KZSEV,9.39
2011,PER_1000_LIVE_BIRTHS,F,U,KZVOS,16.68
2011,PER_1000_LIVE_BIRTHS,F,U,KZNS,12.51
2011,PER_1000_LIVE_BIRTHS,F,U,KZALA,17.27
2011,PER_1000_LIVE_BIRTHS,F,R,,16.28
2011,PER_1000_LIVE_BIRTHS,F,R,KZAKM,14.1
2011,PER_1000_LIVE_BIRTHS,F,R,KZAKT,14.33
2011,PER_1000_LIVE_BIRTHS,F,R,KZALM,12.63
2011,PER_1000_LIVE_BIRTHS,F,R,KZATY,19.51
2011,PER_1000_LIVE_BIRTHS,F,R,KZZAP,15.02
2011,PER_1000_LIVE_BIRTHS,F,R,KZZHA,16.84
2011,PER_1000_LIVE_BIRTHS,F,R,KZKAR,15.7
2011,PER_1000_LIVE_BIRTHS,F,R,KZKUS,14.95
2011,PER_1000_LIVE_BIRTHS,F,R,KZKZY,20.13
2011,PER_1000_LIVE_BIRTHS,F,R,KZMAN,20.04
2011,PER_1000_LIVE_BIRTHS,F,R,KZONT,16.94
2011,PER_1000_LIVE_BIRTHS,F,R,KZPAV,21.14
2011,PER_1000_LIVE_BIRTHS,F,R,KZSEV,13.12
2011,PER_1000_LIVE_BIRTHS,F,R,KZVOS,19.19
2012,PER_1000_LIVE_BIRTHS,_T,,,16.36
2012,PER_1000_LIVE_BIRTHS,_T,,KZAKM,13.84
2012,PER_1000_LIVE_BIRTHS,_T,,KZAKT,16.3
2012,PER_1000_LIVE_BIRTHS,_T,,KZALM,14.55
2012,PER_1000_LIVE_BIRTHS,_T,,KZATY,19.12
2012,PER_1000_LIVE_BIRTHS,_T,,KZZAP,11.99
2012,PER_1000_LIVE_BIRTHS,_T,,KZZHA,17.06
2012,PER_1000_LIVE_BIRTHS,_T,,KZKAR,14.53
2012,PER_1000_LIVE_BIRTHS,_T,,KZKUS,17.01
2012,PER_1000_LIVE_BIRTHS,_T,,KZKZY,24.28
2012,PER_1000_LIVE_BIRTHS,_T,,KZMAN,15.98
2012,PER_1000_LIVE_BIRTHS,_T,,KZONT,18.49
2012,PER_1000_LIVE_BIRTHS,_T,,KZPAV,10.88
2012,PER_1000_LIVE_BIRTHS,_T,,KZSEV,13.07
2012,PER_1000_LIVE_BIRTHS,_T,,KZVOS,18.3
2012,PER_1000_LIVE_BIRTHS,_T,,KZNS,13.26
2012,PER_1000_LIVE_BIRTHS,_T,,KZALA,14.08
2012,PER_1000_LIVE_BIRTHS,_T,U,,15.74
2012,PER_1000_LIVE_BIRTHS,_T,U,KZAKM,15.66
2012,PER_1000_LIVE_BIRTHS,_T,U,KZAKT,17.55
2012,PER_1000_LIVE_BIRTHS,_T,U,KZALM,13.93
2012,PER_1000_LIVE_BIRTHS,_T,U,KZATY,19.69
2012,PER_1000_LIVE_BIRTHS,_T,U,KZZAP,8.9
2012,PER_1000_LIVE_BIRTHS,_T,U,KZZHA,15.61
2012,PER_1000_LIVE_BIRTHS,_T,U,KZKAR,14.4
2012,PER_1000_LIVE_BIRTHS,_T,U,KZKUS,15.36
2012,PER_1000_LIVE_BIRTHS,_T,U,KZKZY,21.36
2012,PER_1000_LIVE_BIRTHS,_T,U,KZMAN,14.89
2012,PER_1000_LIVE_BIRTHS,_T,U,KZONT,19.46
2012,PER_1000_LIVE_BIRTHS,_T,U,KZPAV,10.1
2012,PER_1000_LIVE_BIRTHS,_T,U,KZSEV,13.02
2012,PER_1000_LIVE_BIRTHS,_T,U,KZVOS,18.12
2012,PER_1000_LIVE_BIRTHS,_T,U,KZNS,13.26
2012,PER_1000_LIVE_BIRTHS,_T,U,KZALA,14.08
2012,PER_1000_LIVE_BIRTHS,_T,R,,17.1
2012,PER_1000_LIVE_BIRTHS,_T,R,KZAKM,11.89
2012,PER_1000_LIVE_BIRTHS,_T,R,KZAKT,14.03
2012,PER_1000_LIVE_BIRTHS,_T,R,KZALM,14.75
2012,PER_1000_LIVE_BIRTHS,_T,R,KZATY,18.51
2012,PER_1000_LIVE_BIRTHS,_T,R,KZZAP,15.8
2012,PER_1000_LIVE_BIRTHS,_T,R,KZZHA,18.05
2012,PER_1000_LIVE_BIRTHS,_T,R,KZKAR,14.98
2012,PER_1000_LIVE_BIRTHS,_T,R,KZKUS,19.04
2012,PER_1000_LIVE_BIRTHS,_T,R,KZKZY,26.8
2012,PER_1000_LIVE_BIRTHS,_T,R,KZMAN,16.96
2012,PER_1000_LIVE_BIRTHS,_T,R,KZONT,17.85
2012,PER_1000_LIVE_BIRTHS,_T,R,KZPAV,12.58
2012,PER_1000_LIVE_BIRTHS,_T,R,KZSEV,13.11
2012,PER_1000_LIVE_BIRTHS,_T,R,KZVOS,18.59
2012,PER_1000_LIVE_BIRTHS,M,,,18.2
2012,PER_1000_LIVE_BIRTHS,M,,KZAKM,15.0
2012,PER_1000_LIVE_BIRTHS,M,,KZAKT,16.81
2012,PER_1000_LIVE_BIRTHS,M,,KZALM,17.49
2012,PER_1000_LIVE_BIRTHS,M,,KZATY,19.82
2012,PER_1000_LIVE_BIRTHS,M,,KZZAP,15.23
2012,PER_1000_LIVE_BIRTHS,M,,KZZHA,19.62
2012,PER_1000_LIVE_BIRTHS,M,,KZKAR,16.17
2012,PER_1000_LIVE_BIRTHS,M,,KZKUS,20.03
2012,PER_1000_LIVE_BIRTHS,M,,KZKZY,27.42
2012,PER_1000_LIVE_BIRTHS,M,,KZMAN,16.98
2012,PER_1000_LIVE_BIRTHS,M,,KZONT,20.19
2012,PER_1000_LIVE_BIRTHS,M,,KZPAV,12.09
2012,PER_1000_LIVE_BIRTHS,M,,KZSEV,14.57
2012,PER_1000_LIVE_BIRTHS,M,,KZVOS,19.99
2012,PER_1000_LIVE_BIRTHS,M,,KZNS,14.33
2012,PER_1000_LIVE_BIRTHS,M,,KZALA,15.08
2012,PER_1000_LIVE_BIRTHS,M,U,,17.37
2012,PER_1000_LIVE_BIRTHS,M,U,KZAKM,17.75
2012,PER_1000_LIVE_BIRTHS,M,U,KZAKT,18.32
2012,PER_1000_LIVE_BIRTHS,M,U,KZALM,15.99
2012,PER_1000_LIVE_BIRTHS,M,U,KZATY,21.13
2012,PER_1000_LIVE_BIRTHS,M,U,KZZAP,11.84
2012,PER_1000_LIVE_BIRTHS,M,U,KZZHA,16.51
2012,PER_1000_LIVE_BIRTHS,M,U,KZKAR,16.37
2012,PER_1000_LIVE_BIRTHS,M,U,KZKUS,18.16
2012,PER_1000_LIVE_BIRTHS,M,U,KZKZY,24.73
2012,PER_1000_LIVE_BIRTHS,M,U,KZMAN,14.81
2012,PER_1000_LIVE_BIRTHS,M,U,KZONT,21.88
2012,PER_1000_LIVE_BIRTHS,M,U,KZPAV,11.7
2012,PER_1000_LIVE_BIRTHS,M,U,KZSEV,12.65
2012,PER_1000_LIVE_BIRTHS,M,U,KZVOS,19.47
2012,PER_1000_LIVE_BIRTHS,M,U,KZNS,14.33
2012,PER_1000_LIVE_BIRTHS,M,U,KZALA,15.08
2012,PER_1000_LIVE_BIRTHS,M,R,,19.18
2012,PER_1000_LIVE_BIRTHS,M,R,KZAKM,12.1
2012,PER_1000_LIVE_BIRTHS,M,R,KZAKT,14.06
2012,PER_1000_LIVE_BIRTHS,M,R,KZALM,17.99
2012,PER_1000_LIVE_BIRTHS,M,R,KZATY,18.42
2012,PER_1000_LIVE_BIRTHS,M,R,KZZAP,19.38
2012,PER_1000_LIVE_BIRTHS,M,R,KZZHA,21.7
2012,PER_1000_LIVE_BIRTHS,M,R,KZKAR,15.46
2012,PER_1000_LIVE_BIRTHS,M,R,KZKUS,22.29
2012,PER_1000_LIVE_BIRTHS,M,R,KZKZY,29.71
2012,PER_1000_LIVE_BIRTHS,M,R,KZMAN,18.94
2012,PER_1000_LIVE_BIRTHS,M,R,KZONT,19.07
2012,PER_1000_LIVE_BIRTHS,M,R,KZPAV,12.91
2012,PER_1000_LIVE_BIRTHS,M,R,KZSEV,16.2
2012,PER_1000_LIVE_BIRTHS,M,R,KZVOS,20.82
2012,PER_1000_LIVE_BIRTHS,F,,,14.42
2012,PER_1000_LIVE_BIRTHS,F,,KZAKM,12.65
2012,PER_1000_LIVE_BIRTHS,F,,KZAKT,15.74
2012,PER_1000_LIVE_BIRTHS,F,,KZALM,11.51
2012,PER_1000_LIVE_BIRTHS,F,,KZATY,18.38
2012,PER_1000_LIVE_BIRTHS,F,,KZZAP,8.51
2012,PER_1000_LIVE_BIRTHS,F,,KZZHA,14.4
2012,PER_1000_LIVE_BIRTHS,F,,KZKAR,12.78
2012,PER_1000_LIVE_BIRTHS,F,,KZKUS,13.91
2012,PER_1000_LIVE_BIRTHS,F,,KZKZY,20.87
2012,PER_1000_LIVE_BIRTHS,F,,KZMAN,14.94
2012,PER_1000_LIVE_BIRTHS,F,,KZONT,16.67
2012,PER_1000_LIVE_BIRTHS,F,,KZPAV,9.6
