Year,UNIT_MEASURE,SEX,URBANISATION,REF_AREA,Value
2018,PER_1000_LIVE_BIRTHS,_T,U,KZVOS,8.73
2018,PER_1000_LIVE_BIRTHS,_T,U,KZNS,7.44
2018,PER_1000_LIVE_BIRTHS,_T,U,KZALA,9.86
2018,PER_1000_LIVE_BIRTHS,_T,U,KZSHY,10.22
2018,PER_1000_LIVE_BIRTHS,_T,R,,10.9
2018,PER_1000_LIVE_BIRTHS,_T,R,KZAKM,7.35
2018,PER_1000_LIVE_BIRTHS,_T,R,KZAKT,11.8
2018,PER_1000_LIVE_BIRTHS,_T,R,KZALM,9.71
2018,PER_1000_LIVE_BIRTHS,_T,R,KZATY,14.52
2018,PER_1000_LIVE_BIRTHS,_T,R,KZZAP,7.89
2018,PER_1000_LIVE_BIRTHS,_T,R,KZZHA,9.84
2018,PER_1000_LIVE_BIRTHS,_T,R,KZKAR,9.31
2018,PER_1000_LIVE_BIRTHS,_T,R,KZKUS,12.28
2018,PER_1000_LIVE_BIRTHS,_T,R,KZKZY,11.6
2018,PER_1000_LIVE_BIRTHS,_T,R,KZMAN,12.87
2018,PER_1000_LIVE_BIRTHS,_T,R,KZPAV,5.36
2018,PER_1000_LIVE_BIRTHS,_T,R,KZSEV,14.06
2018,PER_1000_LIVE_BIRTHS,_T,R,KZYUZ,12.08
2018,PER_1000_LIVE_BIRTHS,_T,R,KZVOS,10.97
2018,PER_1000_LIVE_BIRTHS,M,,,11.64
2018,PER_1000_LIVE_BIRTHS,M,,KZAKM,8.15
2018,PER_1000_LIVE_BIRTHS,M,,KZAKT,12.42
2018,PER_1000_LIVE_BIRTHS,M,,KZALM,10.58
2018,PER_1000_LIVE_BIRTHS,M,,KZATY,14.74
2018,PER_1000_LIVE_BIRTHS,M,,KZZAP,9.52
2018,PER_1000_LIVE_BIRTHS,M,,KZZHA,10.66
2018,PER_1000_LIVE_BIRTHS,M,,KZKAR,10.93
2018,PER_1000_LIVE_BIRTHS,M,,KZKUS,13.96
2018,PER_1000_LIVE_BIRTHS,M,,KZKZY,14.51
2018,PER_1000_LIVE_BIRTHS,M,,KZMAN,13.38
2018,PER_1000_LIVE_BIRTHS,M,,KZPAV,8.11
2018,PER_1000_LIVE_BIRTHS,M,,KZSEV,16.18
2018,PER_1000_LIVE_BIRTHS,M,,KZYUZ,13.98
2018,PER_1000_LIVE_BIRTHS,M,,KZVOS,9.77
2018,PER_1000_LIVE_BIRTHS,M,,KZNS,9.07
2018,PER_1000_LIVE_BIRTHS,M,,KZALA,11.14
2018,PER_1000_LIVE_BIRTHS,M,,KZSHY,12.2
2018,PER_1000_LIVE_BIRTHS,M,U,,11.08
2018,PER_1000_LIVE_BIRTHS,M,U,KZAKM,7.73
2018,PER_1000_LIVE_BIRTHS,M,U,KZAKT,12.6
2018,PER_1000_LIVE_BIRTHS,M,U,KZALM,9.41
2018,PER_1000_LIVE_BIRTHS,M,U,KZATY,11.05
2018,PER_1000_LIVE_BIRTHS,M,U,KZZAP,9.76
2018,PER_1000_LIVE_BIRTHS,M,U,KZZHA,10.99
2018,PER_1000_LIVE_BIRTHS,M,U,KZKAR,10.93
2018,PER_1000_LIVE_BIRTHS,M,U,KZKUS,13.96
2018,PER_1000_LIVE_BIRTHS,M,U,KZKZY,16.02
2018,PER_1000_LIVE_BIRTHS,M,U,KZMAN,10.76
2018,PER_1000_LIVE_BIRTHS,M,U,KZPAV,8.75
2018,PER_1000_LIVE_BIRTHS,M,U,KZSEV,14.69
2018,PER_1000_LIVE_BIRTHS,M,U,KZYUZ,13.05
2018,PER_1000_LIVE_BIRTHS,M,U,KZVOS,9.41
2018,PER_1000_LIVE_BIRTHS,M,U,KZNS,9.07
2018,PER_1000_LIVE_BIRTHS,M,U,KZALA,11.14
2018,PER_1000_LIVE_BIRTHS,M,U,KZSHY,12.2
2018,PER_1000_LIVE_BIRTHS,M,R,,12.44
2018,PER_1000_LIVE_BIRTHS,M,R,KZAKM,8.6
2018,PER_1000_LIVE_BIRTHS,M,R,KZAKT,11.89
2018,PER_1000_LIVE_BIRTHS,M,R,KZALM,10.96
2018,PER_1000_LIVE_BIRTHS,M,R,KZATY,19.14
2018,PER_1000_LIVE_BIRTHS,M,R,KZZAP,9.18
2018,PER_1000_LIVE_BIRTHS,M,R,KZZHA,10.43
2018,PER_1000_LIVE_BIRTHS,M,R,KZKAR,10.94
2018,PER_1000_LIVE_BIRTHS,M,R,KZKUS,13.97
2018,PER_1000_LIVE_BIRTHS,M,R,KZKZY,13.05
2018,PER_1000_LIVE_BIRTHS,M,R,KZMAN,13.62
2018,PER_1000_LIVE_BIRTHS,M,R,KZPAV,6.63
2018,PER_1000_LIVE_BIRTHS,M,R,KZSEV,17.64
2018,PER_1000_LIVE_BIRTHS,M,R,KZYUZ,14.31
2018,PER_1000_LIVE_BIRTHS,M,R,KZVOS,10.44
2018,PER_1000_LIVE_BIRTHS,F,,,8.48
2018,PER_1000_LIVE_BIRTHS,F,,KZAKM,6.79
2018,PER_1000_LIVE_BIRTHS,F,,KZAKT,9.33
2018,PER_1000_LIVE_BIRTHS,F,,KZALM,8.17
2018,PER_1000_LIVE_BIRTHS,F,,KZATY,10.47
2018,PER_1000_LIVE_BIRTHS,F,,KZZAP,5.83
2018,PER_1000_LIVE_BIRTHS,F,,KZZHA,8.52
2018,PER_1000_LIVE_BIRTHS,F,,KZKAR,7.11
2018,PER_1000_LIVE_BIRTHS,F,,KZKUS,8.97
2018,PER_1000_LIVE_BIRTHS,F,,KZKZY,10.46
2018,PER_1000_LIVE_BIRTHS,F,,KZMAN,8.87
2018,PER_1000_LIVE_BIRTHS,F,,KZPAV,6.36
2018,PER_1000_LIVE_BIRTHS,F,,KZSEV,9.76
2018,PER_1000_LIVE_BIRTHS,F,,KZYUZ,9.26
2018,PER_1000_LIVE_BIRTHS,F,,KZVOS,9.24
2018,PER_1000_LIVE_BIRTHS,F,,KZNS,5.71
2018,PER_1000_LIVE_BIRTHS,F,,KZALA,8.5
2018,PER_1000_LIVE_BIRTHS,F,,KZSHY,8.06
2018,PER_1000_LIVE_BIRTHS,F,U,,7.93
2018,PER_1000_LIVE_BIRTHS,F,U,KZAKM,7.47
2018,PER_1000_LIVE_BIRTHS,F,U,KZAKT,8.54
2018,PER_1000_LIVE_BIRTHS,F,U,KZALM,7.52
2018,PER_1000_LIVE_BIRTHS,F,U,KZATY,11.22
2018,PER_1000_LIVE_BIRTHS,F,U,KZZAP,5.37
2018,PER_1000_LIVE_BIRTHS,F,U,KZZHA,7.57
2018,PER_1000_LIVE_BIRTHS,F,U,KZKAR,6.98
2018,PER_1000_LIVE_BIRTHS,F,U,KZKUS,7.97
2018,PER_1000_LIVE_BIRTHS,F,U,KZKZY,10.88
2018,PER_1000_LIVE_BIRTHS,F,U,KZMAN,10.41
2018,PER_1000_LIVE_BIRTHS,F,U,KZPAV,7.35
2018,PER_1000_LIVE_BIRTHS,F,U,KZSEV,9.26
2018,PER_1000_LIVE_BIRTHS,F,U,KZYUZ,8.06
2018,PER_1000_LIVE_BIRTHS,F,U,KZVOS,7.98
2018,PER_1000_LIVE_BIRTHS,F,U,KZNS,5.71
2018,PER_1000_LIVE_BIRTHS,F,U,KZALA,8.5
2018,PER_1000_LIVE_BIRTHS,F,U,KZSHY,8.06
2018,PER_1000_LIVE_BIRTHS,F,R,,9.28
2018,PER_1000_LIVE_BIRTHS,F,R,KZAKM,6.07
2018,PER_1000_LIVE_BIRTHS,F,R,KZAKT,11.7
2018,PER_1000_LIVE_BIRTHS,F,R,KZALM,8.39
2018,PER_1000_LIVE_BIRTHS,F,R,KZATY,9.58
2018,PER_1000_LIVE_BIRTHS,F,R,KZZAP,6.48
2018,PER_1000_LIVE_BIRTHS,F,R,KZZHA,9.22
2018,PER_1000_LIVE_BIRTHS,F,R,KZKAR,7.63
2018,PER_1000_LIVE_BIRTHS,F,R,KZKUS,10.45
2018,PER_1000_LIVE_BIRTHS,F,R,KZKZY,10.08
2018,PER_1000_LIVE_BIRTHS,F,R,KZMAN,12.06
2018,PER_1000_LIVE_BIRTHS,F,R,KZPAV,4.03
2018,PER_1000_LIVE_BIRTHS,F,R,KZSEV,10.24
2018,PER_1000_LIVE_BIRTHS,F,R,KZYUZ,9.69
2018,PER_1000_LIVE_BIRTHS,F,R,KZVOS,11.52
2019,PER_1000_LIVE_BIRTHS,_T,,,10.69
2019,PER_1000_LIVE_BIRTHS,_T,,KZAKM,8.56
2019,PER_1000_LIVE_BIRTHS,_T,,KZAKT,10.54
2019,PER_1000_LIVE_BIRTHS,_T,,KZALM,10.22
2019,PER_1000_LIVE_BIRTHS,_T,,KZATY,12.9
2019,PER_1000_LIVE_BIRTHS,_T,,KZZAP,8.53
2019,PER_1000_LIVE_BIRTHS,_T,,KZZHA,11.58
2019,PER_1000_LIVE_BIRTHS,_T,,KZKAR,10.85
2019,PER_1000_LIVE_BIRTHS,_T,,KZKUS,11.79
2019,PER_1000_LIVE_BIRTHS,_T,,KZKZY,13.13
2019,PER_1000_LIVE_BIRTHS,_T,,KZMAN,11.49
2019,PER_1000_LIVE_BIRTHS,_T,,KZPAV,8.31
2019,PER_1000_LIVE_BIRTHS,_T,,KZSEV,11.79
2019,PER_1000_LIVE_BIRTHS,_T,,KZYUZ,11.89
2019,PER_1000_LIVE_BIRTHS,_T,,KZVOS,10.11
2019,PER_1000_LIVE_BIRTHS,_T,,KZNS,7.62
2019,PER_1000_LIVE_BIRTHS,_T,,KZALA,9.65
2019,PER_1000_LIVE_BIRTHS,_T,,KZSHY,11.7
2019,PER_1000_LIVE_BIRTHS,_T,U,,10.51
2019,PER_1000_LIVE_BIRTHS,_T,U,KZAKM,8.51
2019,PER_1000_LIVE_BIRTHS,_T,U,KZAKT,9.82
2019,PER_1000_LIVE_BIRTHS,_T,U,KZALM,11.84
2019,PER_1000_LIVE_BIRTHS,_T,U,KZATY,13.1
2019,PER_1000_LIVE_BIRTHS,_T,U,KZZAP,9.05
2019,PER_1000_LIVE_BIRTHS,_T,U,KZZHA,12.64
2019,PER_1000_LIVE_BIRTHS,_T,U,KZKAR,11.27
2019,PER_1000_LIVE_BIRTHS,_T,U,KZKUS,9.58
2019,PER_1000_LIVE_BIRTHS,_T,U,KZKZY,13.01
2019,PER_1000_LIVE_BIRTHS,_T,U,KZMAN,13.42
2019,PER_1000_LIVE_BIRTHS,_T,U,KZPAV,8.59
2019,PER_1000_LIVE_BIRTHS,_T,U,KZSEV,11.21
2019,PER_1000_LIVE_BIRTHS,_T,U,KZYUZ,10.82
2019,PER_1000_LIVE_BIRTHS,_T,U,KZVOS,10.38
2019,PER_1000_LIVE_BIRTHS,_T,U,KZNS,7.62
2019,PER_1000_LIVE_BIRTHS,_T,U,KZALA,9.65
2019,PER_1000_LIVE_BIRTHS,_T,U,KZSHY,11.7
2019,PER_1000_LIVE_BIRTHS,_T,R,,10.96
2019,PER_1000_LIVE_BIRTHS,_T,R,KZAKM,8.62
2019,PER_1000_LIVE_BIRTHS,_T,R,KZAKT,12.71
2019,PER_1000_LIVE_BIRTHS,_T,R,KZALM,9.67
2019,PER_1000_LIVE_BIRTHS,_T,R,KZATY,12.63
2019,PER_1000_LIVE_BIRTHS,_T,R,KZZAP,7.84
2019,PER_1000_LIVE_BIRTHS,_T,R,KZZHA,10.75
2019,PER_1000_LIVE_BIRTHS,_T,R,KZKAR,9.21
2019,PER_1000_LIVE_BIRTHS,_T,R,KZKUS,15.41
2019,PER_1000_LIVE_BIRTHS,_T,R,KZKZY,13.25
2019,PER_1000_LIVE_BIRTHS,_T,R,KZMAN,10.18
2019,PER_1000_LIVE_BIRTHS,_T,R,KZPAV,7.62
2019,PER_1000_LIVE_BIRTHS,_T,R,KZSEV,12.35
2019,PER_1000_LIVE_BIRTHS,_T,R,KZYUZ,12.31
2019,PER_1000_LIVE_BIRTHS,_T,R,KZVOS,9.62
2019,PER_1000_LIVE_BIRTHS,M,,,12.031455791730355
2019,PER_1000_LIVE_BIRTHS,M,,KZAKM,8.48923125294765
2019,PER_1000_LIVE_BIRTHS,M,,KZAKT,10.391082561874171
2019,PER_1000_LIVE_BIRTHS,M,,KZALM,12.20401427639406
2019,PER_1000_LIVE_BIRTHS,M,,KZATY,14.001806684733513
2019,PER_1000_LIVE_BIRTHS,M,,KZZAP,10.189228529839884
2019,PER_1000_LIVE_BIRTHS,M,,KZZHA,13.528990694345026
2019,PER_1000_LIVE_BIRTHS,M,,KZKAR,12.26790450928382
2019,PER_1000_LIVE_BIRTHS,M,,KZKUS,15.737256243585358
2019,PER_1000_LIVE_BIRTHS,M,,KZKZY,15.421590226316845
2019,PER_1000_LIVE_BIRTHS,M,,KZMAN,12.545143508838624
2019,PER_1000_LIVE_BIRTHS,M,,KZPAV,8.970099667774086
2019,PER_1000_LIVE_BIRTHS,M,,KZSEV,13.795045045045043
2019,PER_1000_LIVE_BIRTHS,M,,KZYUZ,13.008637735456343
2019,PER_1000_LIVE_BIRTHS,M,,KZVOS,10.214772132006289
2019,PER_1000_LIVE_BIRTHS,M,,KZNS,7.879364216818367
2019,PER_1000_LIVE_BIRTHS,M,,KZALA,11.114261411964844
2019,PER_1000_LIVE_BIRTHS,M,,KZSHY,13.936097892590077
2019,PER_1000_LIVE_BIRTHS,M,U,,11.76
2019,PER_1000_LIVE_BIRTHS,M,U,KZAKM,9.82
2019,PER_1000_LIVE_BIRTHS,M,U,KZAKT,9.21
2019,PER_1000_LIVE_BIRTHS,M,U,KZALM,13.35
2019,PER_1000_LIVE_BIRTHS,M,U,KZATY,12.78
2019,PER_1000_LIVE_BIRTHS,M,U,KZZAP,10.66
2019,PER_1000_LIVE_BIRTHS,M,U,KZZHA,15.07
2019,PER_1000_LIVE_BIRTHS,M,U,KZKAR,12.63
2019,PER_1000_LIVE_BIRTHS,M,U,KZKUS,12.41
2019,PER_1000_LIVE_BIRTHS,M,U,KZKZY,14.41
2019,PER_1000_LIVE_BIRTHS,M,U,KZMAN,15.26
2019,PER_1000_LIVE_BIRTHS,M,U,KZPAV,9.44
2019,PER_1000_LIVE_BIRTHS,M,U,KZSEV,13.48
2019,PER_1000_LIVE_BIRTHS,M,U,KZYUZ,12.66
2019,PER_1000_LIVE_BIRTHS,M,U,KZVOS,10.72
2019,PER_1000_LIVE_BIRTHS,M,U,KZNS,7.88
2019,PER_1000_LIVE_BIRTHS,M,U,KZALA,11.11
2019,PER_1000_LIVE_BIRTHS,M,U,KZSHY,13.94
2019,PER_1000_LIVE_BIRTHS,M,R,,12.43
2019,PER_1000_LIVE_BIRTHS,M,R,KZAKM,7.0
2019,PER_1000_LIVE_BIRTHS,M,R,KZAKT,13.93
2019,PER_1000_LIVE_BIRTHS,M,R,KZALM,11.82
2019,PER_1000_LIVE_BIRTHS,M,R,KZATY,15.6
2019,PER_1000_LIVE_BIRTHS,M,R,KZZAP,9.55
2019,PER_1000_LIVE_BIRTHS,M,R,KZZHA,12.33
2019,PER_1000_LIVE_BIRTHS,M,R,KZKAR,10.8
2019,PER_1000_LIVE_BIRTHS,M,R,KZKUS,21.18
2019,PER_1000_LIVE_BIRTHS,M,R,KZKZY,16.44
2019,PER_1000_LIVE_BIRTHS,M,R,KZMAN,10.7
2019,PER_1000_LIVE_BIRTHS,M,R,KZPAV,7.86
2019,PER_1000_LIVE_BIRTHS,M,R,KZSEV,14.12
2019,PER_1000_LIVE_BIRTHS,M,R,KZYUZ,13.14
2019,PER_1000_LIVE_BIRTHS,M,R,KZVOS,9.3
2019,PER_1000_LIVE_BIRTHS,F,,,9.25
2019,PER_1000_LIVE_BIRTHS,F,,KZAKM,8.64
2019,PER_1000_LIVE_BIRTHS,F,,KZAKT,10.7
2019,PER_1000_LIVE_BIRTHS,F,,KZALM,8.1
2019,PER_1000_LIVE_BIRTHS,F,,KZATY,11.69
2019,PER_1000_LIVE_BIRTHS,F,,KZZAP,6.71
2019,PER_1000_LIVE_BIRTHS,F,,KZZHA,9.49
2019,PER_1000_LIVE_BIRTHS,F,,KZKAR,9.3
2019,PER_1000_LIVE_BIRTHS,F,,KZKUS,7.68
2019,PER_1000_LIVE_BIRTHS,F,,KZKZY,10.68
2019,PER_1000_LIVE_BIRTHS,F,,KZMAN,10.37
2019,PER_1000_LIVE_BIRTHS,F,,KZPAV,7.58
2019,PER_1000_LIVE_BIRTHS,F,,KZSEV,9.64
2019,PER_1000_LIVE_BIRTHS,F,,KZYUZ,10.7
2019,PER_1000_LIVE_BIRTHS,F,,KZVOS,10.0
2019,PER_1000_LIVE_BIRTHS,F,,KZNS,7.35
2019,PER_1000_LIVE_BIRTHS,F,,KZALA,8.1
2019,PER_1000_LIVE_BIRTHS,F,,KZSHY,9.32
2019,PER_1000_LIVE_BIRTHS,F,U,,9.16
2019,PER_1000_LIVE_BIRTHS,F,U,KZAKM,7.09
2019,PER_1000_LIVE_BIRTHS,F,U,KZAKT,10.47
2019,PER_1000_LIVE_BIRTHS,F,U,KZALM,10.2
2019,PER_1000_LIVE_BIRTHS,F,U,KZATY,13.45
2019,PER_1000_LIVE_BIRTHS,F,U,KZZAP,7.27
2019,PER_1000_LIVE_BIRTHS,F,U,KZZHA,10.02
2019,PER_1000_LIVE_BIRTHS,F,U,KZKAR,9.76
2019,PER_1000_LIVE_BIRTHS,F,U,KZKUS,6.62
2019,PER_1000_LIVE_BIRTHS,F,U,KZKZY,11.49
2019,PER_1000_LIVE_BIRTHS,F,U,KZMAN,11.46
2019,PER_1000_LIVE_BIRTHS,F,U,KZPAV,7.68
2019,PER_1000_LIVE_BIRTHS,F,U,KZSEV,8.7
2019,PER_1000_LIVE_BIRTHS,F,U,KZYUZ,8.86
2019,PER_1000_LIVE_BIRTHS,F,U,KZVOS,10.02
2019,PER_1000_LIVE_BIRTHS,F,U,KZNS,7.35
2019,PER_1000_LIVE_BIRTHS,F,U,KZALA,8.1
2019,PER_1000_LIVE_BIRTHS,F,U,KZSHY,9.32
2019,PER_1000_LIVE_BIRTHS,F,R,,9.38
2019,PER_1000_LIVE_BIRTHS,F,R,KZAKM,10.36
2019,PER_1000_LIVE_BIRTHS,F,R,KZAKT,11.39
2019,PER_1000_LIVE_BIRTHS,F,R,KZALM,7.41
2019,PER_1000_LIVE_BIRTHS,F,R,KZATY,9.39
2019,PER_1000_LIVE_BIRTHS,F,R,KZZAP,5.97
2019,PER_1000_LIVE_BIRTHS,F,R,KZZHA,9.07
2019,PER_1000_LIVE_BIRTHS,F,R,KZKAR,7.51
2019,PER_1000_LIVE_BIRTHS,F,R,KZKUS,9.39
2019,PER_1000_LIVE_BIRTHS,F,R,KZKZY,9.9
2019,PER_1000_LIVE_BIRTHS,F,R,KZMAN,9.62
2019,PER_1000_LIVE_BIRTHS,F,R,KZPAV,7.36
2019,PER_1000_LIVE_BIRTHS,F,R,KZSEV,10.52
2019,PER_1000_LIVE_BIRTHS,F,R,KZYUZ,11.41
2019,PER_1000_LIVE_BIRTHS,F,R,KZVOS,9.97
