Year,UNIT_MEASURE,Value
2010,PT,18.41463344556467
2011,PT,18.891244002423637
2012,PT,18.1909864759323
2013,PT,19.323264914593533
2014,PT,18.55172612091414
2015,PT,19.981574480183674
2016,PT,19.833523265845937
2017,PT,17.59057676570408
2018,PT,23.4
