Year,UNIT_MEASURE,Value
2011,PT,22.0
2012,PT,27.7
2013,PT,32.7
2014,PT,28.3
2015,PT,24.1
2016,PT,32.4
2017,PT,52.4
2018,PT,34.4
2019,PT,41.0
