Year,UNIT_MEASURE,REF_AREA,Value
2010,PT,,19.7
2010,PT,KZAKM,8.8
2010,PT,KZALM,32.8
2010,PT,KZZHA,4.1
2010,PT,KZKAR,29.7
2010,PT,KZPAV,14.3
2010,PT,KZSEV,1.6
2010,PT,KZYUZ,11.0
2010,PT,KZVOS,82.2
2011,PT,,19.6
2011,PT,KZAKM,8.4
2011,PT,KZALM,32.6
2011,PT,KZZHA,4.1
2011,PT,KZKAR,28.7
2011,PT,KZPAV,14.3
2011,PT,KZSEV,1.6
2011,PT,KZYUZ,11.0
2011,PT,KZVOS,82.2
2012,PT,,19.7
2012,PT,KZAKM,7.2
2012,PT,KZALM,32.6
2012,PT,KZZHA,4.1
2012,PT,KZKAR,25.2
2012,PT,KZPAV,14.3
2012,PT,KZSEV,1.6
2012,PT,KZYUZ,12.6
2012,PT,KZVOS,82.1
2013,PT,,19.4
2013,PT,KZAKM,7.2
2013,PT,KZALM,32.6
2013,PT,KZZHA,4.1
2013,PT,KZKAR,25.2
2013,PT,KZPAV,14.3
2013,PT,KZSEV,1.6
2013,PT,KZYUZ,9.7
2013,PT,KZVOS,82.1
2014,PT,,19.4
2014,PT,KZAKM,7.1
2014,PT,KZALM,32.6
2014,PT,KZZHA,4.1
2014,PT,KZKAR,25.2
2014,PT,KZPAV,14.3
2014,PT,KZSEV,1.6
2014,PT,KZYUZ,12.6
2014,PT,KZVOS,82.2
2015,PT,,19.4
2015,PT,KZAKM,7.0
2015,PT,KZALM,32.6
2015,PT,KZZHA,4.1
2015,PT,KZKAR,25.0
2015,PT,KZPAV,14.3
2015,PT,KZSEV,1.6
2015,PT,KZYUZ,12.6
2015,PT,KZVOS,82.2
2016,PT,,193.0
2016,PT,KZAKM,7.0
2016,PT,KZALM,32.0
2016,PT,KZZHA,4.1
2016,PT,KZKAR,25.0
2016,PT,KZPAV,14.3
2016,PT,KZSEV,1.6
2016,PT,KZYUZ,12.6
2016,PT,KZVOS,82.2
2017,PT,,19.1
2017,PT,KZAKM,9.4
2017,PT,KZALM,32.0
2017,PT,KZZHA,4.9
2017,PT,KZKAR,29.1
2017,PT,KZPAV,14.3
2017,PT,KZSEV,1.6
2017,PT,KZYUZ,12.6
2017,PT,KZVOS,80.6
2018,PT,,19.8
2018,PT,KZAKM,9.4
2018,PT,KZALM,31.5
2018,PT,KZZHA,4.9
2018,PT,KZKAR,29.1
2018,PT,KZPAV,14.3
2018,PT,KZSEV,1.6
2018,PT,KZYUZ,12.6
2018,PT,KZVOS,81.4
2019,PT,,20.0
2019,PT,KZAKM,9.4
2019,PT,KZALM,31.5
2019,PT,KZZHA,7.3
2019,PT,KZKAR,29.1
2019,PT,KZPAV,14.3
2019,PT,KZSEV,1.6
2019,PT,KZYUZ,12.6
2019,PT,KZVOS,82.7
