Year,UNIT_MEASURE,Value
2010,PT,87.4
2011,PT,88.6
2012,PT,92.2
2013,PT,92.4
2014,PT,92.8
2015,PT,93.1
2016,PT,93.3
2017,PT,93.3
2018,PT,94.4
2019,PT,95.5
