Year,UNIT_MEASURE,REF_AREA,SEX,URBANISATION,AGE,Value
2016,PT,KZKAR,F,,,2.3
2016,PT,KZKUS,F,,,6.1
2016,PT,KZKZY,F,,,5.2
2016,PT,KZMAN,F,,,1.1
2016,PT,KZONT,F,,,2.3
2016,PT,KZPAV,F,,,2.0
2016,PT,KZSEV,F,,,2.4
2016,PT,KZVOS,F,,,3.1
2016,PT,KZNS,F,,,0.1
2016,PT,KZALA,F,,,0.5
2016,PT,,,U,,2.1
2016,PT,KZAKM,,U,,1.7
2016,PT,KZAKT,,U,,3.7
2016,PT,KZALM,,U,,2.7
2016,PT,KZATY,,U,,0.1
2016,PT,KZZAP,,U,,2.5
2016,PT,KZZHA,,U,,17.7
2016,PT,KZKAR,,U,,1.8
2016,PT,KZKUS,,U,,7.8
2016,PT,KZKZY,,U,,0.9
2016,PT,KZMAN,,U,,1.6
2016,PT,KZONT,,U,,0.0
2016,PT,KZPAV,,U,,0.6
2016,PT,KZSEV,,U,,1.4
2016,PT,KZVOS,,U,,0.5
2016,PT,KZNS,,U,,0.0
2016,PT,KZALA,,U,,0.7
2016,PT,,,R,,5.4
2016,PT,KZAKM,,R,,6.3
2016,PT,KZAKT,,R,,7.2
2016,PT,KZALM,,R,,4.7
2016,PT,KZATY,,R,,0.7
2016,PT,KZZAP,,R,,5.5
2016,PT,KZZHA,,R,,14.3
2016,PT,KZKAR,,R,,5.1
2016,PT,KZKUS,,R,,2.1
2016,PT,KZKZY,,R,,9.1
2016,PT,KZMAN,,R,,0.5
2016,PT,KZONT,,R,,3.6
2016,PT,KZPAV,,R,,4.8
2016,PT,KZSEV,,R,,2.0
2016,PT,KZVOS,,R,,8.0
2016,PT,,,,Y15,45.7
2016,PT,,,,Y16T24,4.7
2016,PT,,,,M25T28,2.9
2016,PT,,,,M29T34,2.8
2016,PT,,,,Y35T44,3.0
2016,PT,,,,Y45T54,3.2
2016,PT,,,,Y55T64,5.5
2016,PT,,,,Y_GE65,14.4
2016,PT,KZAKM,,,Y15,87.5
2016,PT,KZAKM,,,Y16T24,6.0
2016,PT,KZAKM,,,M25T28,3.1
2016,PT,KZAKM,,,M29T34,2.7
2016,PT,KZAKM,,,Y35T44,3.0
2016,PT,KZAKM,,,Y45T54,3.2
2016,PT,KZAKM,,,Y55T64,6.1
2016,PT,KZAKM,,,Y_GE65,18.4
2016,PT,KZAKT,,,Y16T24,6.6
2016,PT,KZAKT,,,M25T28,5.5
2016,PT,KZAKT,,,M29T34,4.5
2016,PT,KZAKT,,,Y35T44,5.3
2016,PT,KZAKT,,,Y45T54,4.2
2016,PT,KZAKT,,,Y55T64,4.7
2016,PT,KZAKT,,,Y_GE65,6.3
2016,PT,KZALM,,,Y15,100.0
2016,PT,KZALM,,,Y16T24,3.1
2016,PT,KZALM,,,M25T28,3.0
2016,PT,KZALM,,,M29T34,3.6
2016,PT,KZALM,,,Y35T44,3.9
2016,PT,KZALM,,,Y45T54,4.0
2016,PT,KZALM,,,Y55T64,9.3
2016,PT,KZALM,,,Y_GE65,18.7
2016,PT,KZATY,,,Y16T24,0.3
2016,PT,KZATY,,,M25T28,0.3
2016,PT,KZATY,,,M29T34,0.4
2016,PT,KZATY,,,Y35T44,0.5
2016,PT,KZATY,,,Y45T54,0.5
2016,PT,KZATY,,,Y55T64,0.4
2016,PT,KZZAP,,,Y16T24,5.2
2016,PT,KZZAP,,,M25T28,4.0
2016,PT,KZZAP,,,M29T34,4.4
2016,PT,KZZAP,,,Y35T44,3.6
2016,PT,KZZAP,,,Y45T54,3.5
2016,PT,KZZAP,,,Y55T64,4.2
2016,PT,KZZHA,,,Y16T24,29.2
2016,PT,KZZHA,,,M25T28,13.0
2016,PT,KZZHA,,,M29T34,11.6
2016,PT,KZZHA,,,Y35T44,10.9
2016,PT,KZZHA,,,Y45T54,10.2
2016,PT,KZZHA,,,Y55T64,25.1
2016,PT,KZZHA,,,Y_GE65,45.7
2016,PT,KZKAR,,,Y15,41.0
2016,PT,KZKAR,,,Y16T24,2.4
2016,PT,KZKAR,,,M25T28,3.1
2016,PT,KZKAR,,,M29T34,1.9
2016,PT,KZKAR,,,Y35T44,2.4
2016,PT,KZKAR,,,Y45T54,2.6
2016,PT,KZKAR,,,Y55T64,2.8
2016,PT,KZKAR,,,Y_GE65,5.0
2016,PT,KZKUS,,,Y16T24,7.2
2016,PT,KZKUS,,,M25T28,5.8
2016,PT,KZKUS,,,M29T34,4.1
2016,PT,KZKUS,,,Y35T44,4.2
2016,PT,KZKUS,,,Y45T54,3.8
2016,PT,KZKUS,,,Y55T64,6.5
2016,PT,KZKUS,,,Y_GE65,9.9
2016,PT,KZKZY,,,Y15,100.0
2016,PT,KZKZY,,,Y16T24,6.8
2016,PT,KZKZY,,,M25T28,4.4
2016,PT,KZKZY,,,M29T34,5.5
2016,PT,KZKZY,,,Y35T44,4.9
2016,PT,KZKZY,,,Y45T54,5.5
2016,PT,KZKZY,,,Y55T64,6.4
2016,PT,KZMAN,,,Y16T24,0.8
2016,PT,KZMAN,,,M25T28,0.3
2016,PT,KZMAN,,,M29T34,0.5
2016,PT,KZMAN,,,Y35T44,1.6
2016,PT,KZMAN,,,Y45T54,0.9
2016,PT,KZMAN,,,Y55T64,3.1
2016,PT,KZONT,,,Y16T24,1.8
2016,PT,KZONT,,,M25T28,1.9
2016,PT,KZONT,,,M29T34,1.8
2016,PT,KZONT,,,Y35T44,2.4
2016,PT,KZONT,,,Y45T54,2.2
2016,PT,KZONT,,,Y55T64,2.1
2016,PT,KZONT,,,Y_GE65,7.2
2016,PT,KZPAV,,,Y16T24,3.3
2016,PT,KZPAV,,,M25T28,1.8
2016,PT,KZPAV,,,M29T34,1.2
2016,PT,KZPAV,,,Y35T44,1.4
2016,PT,KZPAV,,,Y45T54,2.3
2016,PT,KZPAV,,,Y55T64,2.5
2016,PT,KZPAV,,,Y_GE65,0.3
2016,PT,KZSEV,,,Y15,43.8
2016,PT,KZSEV,,,Y16T24,4.5
2016,PT,KZSEV,,,M25T28,1.3
2016,PT,KZSEV,,,M29T34,2.1
2016,PT,KZSEV,,,Y35T44,1.1
2016,PT,KZSEV,,,Y45T54,1.2
2016,PT,KZSEV,,,Y55T64,1.8
2016,PT,KZSEV,,,Y_GE65,2.9
2016,PT,KZVOS,,,Y15,100.0
2016,PT,KZVOS,,,Y16T24,6.7
2016,PT,KZVOS,,,M25T28,2.3
2016,PT,KZVOS,,,M29T34,2.4
2016,PT,KZVOS,,,Y35T44,3.2
2016,PT,KZVOS,,,Y45T54,3.8
2016,PT,KZVOS,,,Y55T64,4.0
2016,PT,KZVOS,,,Y_GE65,12.1
2016,PT,KZNS,,,M29T34,0.1
2016,PT,KZNS,,,Y45T54,0.1
2016,PT,KZALA,,,Y16T24,0.3
2016,PT,KZALA,,,M25T28,0.4
2016,PT,KZALA,,,M29T34,0.7
2016,PT,KZALA,,,Y35T44,0.6
2016,PT,KZALA,,,Y45T54,1.3
2016,PT,KZALA,,,Y55T64,1.1
2016,PT,KZALA,,,Y_GE65,2.6
2017,PT,,,,,2.5
2017,PT,KZAKM,,,,4.1
2017,PT,KZAKT,,,,1.8
2017,PT,KZALM,,,,3.9
2017,PT,KZATY,,,,0.4
2017,PT,KZZAP,,,,3.8
2017,PT,KZZHA,,,,3.6
2017,PT,KZKAR,,,,1.8
2017,PT,KZKUS,,,,5.3
2017,PT,KZKZY,,,,4.3
2017,PT,KZMAN,,,,1.1
2017,PT,KZONT,,,,1.7
2017,PT,KZPAV,,,,1.7
2017,PT,KZSEV,,,,0.8
2017,PT,KZVOS,,,,4.9
2017,PT,KZNS,,,,0.0
2017,PT,KZALA,,,,0.6
2017,PT,,M,,,2.5
2017,PT,KZAKM,M,,,4.4
2017,PT,KZAKT,M,,,2.1
2017,PT,KZALM,M,,,4.1
2017,PT,KZATY,M,,,0.4
2017,PT,KZZAP,M,,,3.8
2017,PT,KZZHA,M,,,4.2
2017,PT,KZKAR,M,,,2.1
2017,PT,KZKUS,M,,,5.4
2017,PT,KZKZY,M,,,5.3
2017,PT,KZMAN,M,,,1.1
2017,PT,KZONT,M,,,0.3
2017,PT,KZPAV,M,,,1.7
2017,PT,KZSEV,M,,,0.9
2017,PT,KZVOS,M,,,5.2
2017,PT,KZNS,M,,,0.0
2017,PT,KZALA,M,,,0.7
2017,PT,,F,,,2.5
2017,PT,KZAKM,F,,,3.8
2017,PT,KZAKT,F,,,1.5
2017,PT,KZALM,F,,,3.7
2017,PT,KZATY,F,,,0.4
2017,PT,KZZAP,F,,,3.8
2017,PT,KZZHA,F,,,3.0
2017,PT,KZKAR,F,,,1.6
2017,PT,KZKUS,F,,,5.1
2017,PT,KZKZY,F,,,3.2
2017,PT,KZMAN,F,,,1.1
2017,PT,KZONT,F,,,3.3
2017,PT,KZPAV,F,,,1.8
2017,PT,KZSEV,F,,,0.8
2017,PT,KZVOS,F,,,4.6
2017,PT,KZNS,F,,,0.0
2017,PT,KZALA,F,,,0.5
2017,PT,,,U,,1.5
2017,PT,KZAKM,,U,,2.3
2017,PT,KZAKT,,U,,1.5
2017,PT,KZALM,,U,,2.2
2017,PT,KZATY,,U,,0.1
2017,PT,KZZAP,,U,,1.7
2017,PT,KZZHA,,U,,3.0
2017,PT,KZKAR,,U,,1.6
2017,PT,KZKUS,,U,,8.9
2017,PT,KZKZY,,U,,1.7
2017,PT,KZMAN,,U,,0.9
2017,PT,KZONT,,U,,0.3
2017,PT,KZPAV,,U,,0.4
2017,PT,KZSEV,,U,,1.3
2017,PT,KZVOS,,U,,1.7
2017,PT,KZNS,,U,,0.0
2017,PT,KZALA,,U,,0.6
2017,PT,,,R,,4.0
2017,PT,KZAKM,,R,,5.8
2017,PT,KZAKT,,R,,2.4
2017,PT,KZALM,,R,,4.4
2017,PT,KZATY,,R,,0.7
2017,PT,KZZAP,,R,,5.7
2017,PT,KZZHA,,R,,4.0
2017,PT,KZKAR,,R,,2.7
2017,PT,KZKUS,,R,,1.5
2017,PT,KZKZY,,R,,6.4
2017,PT,KZMAN,,R,,1.3
2017,PT,KZONT,,R,,2.7
2017,PT,KZPAV,,R,,4.8
2017,PT,KZSEV,,R,,0.5
2017,PT,KZVOS,,R,,9.9
2017,PT,,,,Y15,41.0
2017,PT,,,,Y16T24,3.6
2017,PT,,,,M25T28,2.4
2017,PT,,,,M29T34,2.2
2017,PT,,,,Y35T44,2.1
2017,PT,,,,Y45T54,2.6
2017,PT,,,,Y55T64,3.0
2017,PT,,,,Y_GE65,3.6
2017,PT,KZAKM,,,Y15,78.6
2017,PT,KZAKM,,,Y16T24,4.0
2017,PT,KZAKM,,,M25T28,3.7
2017,PT,KZAKM,,,M29T34,3.6
2017,PT,KZAKM,,,Y35T44,3.3
2017,PT,KZAKM,,,Y45T54,4.1
2017,PT,KZAKM,,,Y55T64,5.0
2017,PT,KZAKM,,,Y_GE65,8.6
2017,PT,KZAKT,,,Y16T24,1.6
2017,PT,KZAKT,,,M25T28,2.3
2017,PT,KZAKT,,,M29T34,1.0
2017,PT,KZAKT,,,Y35T44,1.6
2017,PT,KZAKT,,,Y45T54,2.1
2017,PT,KZAKT,,,Y55T64,3.1
2017,PT,KZALM,,,Y15,41.8
2017,PT,KZALM,,,Y16T24,3.5
2017,PT,KZALM,,,M25T28,4.1
2017,PT,KZALM,,,M29T34,2.4
2017,PT,KZALM,,,Y35T44,3.6
2017,PT,KZALM,,,Y45T54,4.6
2017,PT,KZALM,,,Y55T64,7.0
2017,PT,KZALM,,,Y_GE65,1.9
2017,PT,KZATY,,,Y16T24,0.3
2017,PT,KZATY,,,M25T28,0.4
2017,PT,KZATY,,,M29T34,0.0
2017,PT,KZATY,,,Y35T44,0.6
2017,PT,KZATY,,,Y45T54,0.5
2017,PT,KZATY,,,Y55T64,0.5
2017,PT,KZZAP,,,Y16T24,5.5
2017,PT,KZZAP,,,M25T28,4.5
2017,PT,KZZAP,,,M29T34,2.9
2017,PT,KZZAP,,,Y35T44,3.4
2017,PT,KZZAP,,,Y45T54,3.1
2017,PT,KZZAP,,,Y55T64,4.4
2017,PT,KZZHA,,,Y16T24,5.9
2017,PT,KZZHA,,,M25T28,3.5
2017,PT,KZZHA,,,M29T34,3.1
2017,PT,KZZHA,,,Y35T44,2.6
2017,PT,KZZHA,,,Y45T54,3.2
2017,PT,KZZHA,,,Y55T64,3.0
2017,PT,KZZHA,,,Y_GE65,4.8
2017,PT,KZKAR,,,Y15,38.1
2017,PT,KZKAR,,,Y16T24,3.2
2017,PT,KZKAR,,,M25T28,1.5
2017,PT,KZKAR,,,M29T34,1.8
2017,PT,KZKAR,,,Y35T44,1.6
2017,PT,KZKAR,,,Y45T54,1.4
2017,PT,KZKAR,,,Y55T64,2.7
2017,PT,KZKAR,,,Y_GE65,3.3
2017,PT,KZKUS,,,Y16T24,8.5
2017,PT,KZKUS,,,M25T28,7.2
2017,PT,KZKUS,,,M29T34,8.6
2017,PT,KZKUS,,,Y35T44,3.1
2017,PT,KZKUS,,,Y45T54,4.2
2017,PT,KZKUS,,,Y55T64,2.4
2017,PT,KZKUS,,,Y_GE65,0.3
2017,PT,KZKZY,,,Y16T24,6.9
2017,PT,KZKZY,,,M25T28,5.0
2017,PT,KZKZY,,,M29T34,5.0
2017,PT,KZKZY,,,Y35T44,3.5
2017,PT,KZKZY,,,Y45T54,3.3
2017,PT,KZKZY,,,Y55T64,2.5
2017,PT,KZMAN,,,Y16T24,1.1
2017,PT,KZMAN,,,M25T28,1.4
2017,PT,KZMAN,,,M29T34,1.0
2017,PT,KZMAN,,,Y35T44,0.9
2017,PT,KZMAN,,,Y45T54,1.1
2017,PT,KZMAN,,,Y55T64,1.0
2017,PT,KZONT,,,Y16T24,1.4
2017,PT,KZONT,,,M25T28,1.4
2017,PT,KZONT,,,M29T34,1.9
2017,PT,KZONT,,,Y35T44,1.7
2017,PT,KZONT,,,Y45T54,1.9
2017,PT,KZONT,,,Y55T64,1.1
2017,PT,KZPAV,,,Y16T24,5.4
2017,PT,KZPAV,,,M25T28,1.3
2017,PT,KZPAV,,,M29T34,1.2
2017,PT,KZPAV,,,Y35T44,1.5
2017,PT,KZPAV,,,Y45T54,1.6
2017,PT,KZPAV,,,Y55T64,1.9
2017,PT,KZSEV,,,Y15,39.2
2017,PT,KZSEV,,,Y16T24,1.8
2017,PT,KZSEV,,,M25T28,0.4
2017,PT,KZSEV,,,M29T34,0.9
2017,PT,KZSEV,,,Y35T44,1.3
2017,PT,KZSEV,,,Y45T54,0.4
2017,PT,KZSEV,,,Y55T64,0.4
2017,PT,KZSEV,,,Y_GE65,0.4
2017,PT,KZVOS,,,Y15,100.0
2017,PT,KZVOS,,,Y16T24,10.4
2017,PT,KZVOS,,,M25T28,3.8
2017,PT,KZVOS,,,M29T34,2.5
2017,PT,KZVOS,,,Y35T44,4.4
2017,PT,KZVOS,,,Y45T54,5.8
2017,PT,KZVOS,,,Y55T64,5.4
2017,PT,KZVOS,,,Y_GE65,17.5
2017,PT,KZALA,,,Y16T24,0.3
2017,PT,KZALA,,,M25T28,0.6
2017,PT,KZALA,,,M29T34,0.6
2017,PT,KZALA,,,Y35T44,0.7
2017,PT,KZALA,,,Y45T54,0.8
2017,PT,KZALA,,,Y55T64,1.2
2018,PT,,,,,2.2
2018,PT,KZAKM,,,,4.0
2018,PT,KZAKT,,,,1.5
2018,PT,KZALM,,,,3.8
2018,PT,KZATY,,,,0.4
2018,PT,KZZAP,,,,3.5
2018,PT,KZZHA,,,,1.9
2018,PT,KZKAR,,,,1.6
2018,PT,KZKUS,,,,4.6
2018,PT,KZKZY,,,,3.8
2018,PT,KZMAN,,,,1.7
2018,PT,KZPAV,,,,1.6
2018,PT,KZSEV,,,,0.7
2018,PT,KZYUZ,,,,2.9
2018,PT,KZVOS,,,,3.3
2018,PT,KZNS,,,,0.0
2018,PT,KZALA,,,,0.5
2018,PT,KZSHY,,,,0.7
2018,PT,,M,,,2.3
2018,PT,KZAKM,M,,,4.0
2018,PT,KZAKT,M,,,1.8
2018,PT,KZALM,M,,,3.6
2018,PT,KZATY,M,,,0.4
2018,PT,KZZAP,M,,,3.0
2018,PT,KZZHA,M,,,1.8
2018,PT,KZKAR,M,,,1.9
2018,PT,KZKUS,M,,,4.6
2018,PT,KZKZY,M,,,4.9
2018,PT,KZMAN,M,,,1.9
2018,PT,KZPAV,M,,,1.6
2018,PT,KZSEV,M,,,0.8
2018,PT,KZYUZ,M,,,2.3
2018,PT,KZVOS,M,,,3.5
2018,PT,KZNS,M,,,0.1
2018,PT,KZALA,M,,,0.5
2018,PT,KZSHY,M,,,1.2
2018,PT,,F,,,2.2
2018,PT,KZAKM,F,,,3.9
2018,PT,KZAKT,F,,,1.2
2018,PT,KZALM,F,,,4.0
2018,PT,KZATY,F,,,0.4
2018,PT,KZZAP,F,,,4.1
2018,PT,KZZHA,F,,,1.9
2018,PT,KZKAR,F,,,1.4
2018,PT,KZKUS,F,,,4.7
2018,PT,KZKZY,F,,,2.5
2018,PT,KZMAN,F,,,1.5
2018,PT,KZPAV,F,,,1.6
2018,PT,KZSEV,F,,,0.6
2018,PT,KZYUZ,F,,,3.6
2018,PT,KZVOS,F,,,3.1
2018,PT,KZNS,F,,,0.0
2018,PT,KZALA,F,,,0.5
2018,PT,KZSHY,F,,,0.3
2018,PT,,,U,,1.1
2018,PT,KZAKM,,U,,2.0
2018,PT,KZAKT,,U,,0.9
2018,PT,KZALM,,U,,2.9
2018,PT,KZATY,,U,,0.4
2018,PT,KZZAP,,U,,1.5
2018,PT,KZZHA,,U,,0.1
2018,PT,KZKAR,,U,,1.9
2018,PT,KZKUS,,U,,3.6
2018,PT,KZKZY,,U,,1.5
2018,PT,KZMAN,,U,,0.5
2018,PT,KZPAV,,U,,0.4
2018,PT,KZSEV,,U,,0.9
2018,PT,KZYUZ,,U,,1.9
2018,PT,KZVOS,,U,,0.7
2018,PT,KZNS,,U,,0.0
2018,PT,KZALA,,U,,0.5
2018,PT,KZSHY,,U,,0.7
2018,PT,,,R,,3.9
2018,PT,KZAKM,,R,,5.8
2018,PT,KZAKT,,R,,2.9
2018,PT,KZALM,,R,,4.0
2018,PT,KZATY,,R,,0.5
2018,PT,KZZAP,,R,,5.4
2018,PT,KZZHA,,R,,3.0
2018,PT,KZKAR,,R,,0.9
2018,PT,KZKUS,,R,,5.7
2018,PT,KZKZY,,R,,5.5
2018,PT,KZMAN,,R,,2.7
2018,PT,KZPAV,,R,,4.4
2018,PT,KZSEV,,R,,0.5
2018,PT,KZYUZ,,R,,3.1
2018,PT,KZVOS,,R,,7.4
2018,PT,,,,Y15,40.4
2018,PT,,,,Y16T24,2.4
2018,PT,,,,M25T28,2.0
2018,PT,,,,M29T34,1.9
2018,PT,,,,Y35T44,2.0
2018,PT,,,,Y45T54,2.1
2018,PT,,,,Y55T64,3.7
2018,PT,,,,Y_GE65,6.7
2018,PT,KZAKM,,,Y16T24,4.1
2018,PT,KZAKM,,,M25T28,3.7
2018,PT,KZAKM,,,M29T34,3.6
2018,PT,KZAKM,,,Y35T44,3.3
2018,PT,KZAKM,,,Y45T54,3.8
2018,PT,KZAKM,,,Y55T64,4.6
2018,PT,KZAKM,,,Y_GE65,9.0
2018,PT,KZAKT,,,Y16T24,2.7
2018,PT,KZAKT,,,M25T28,1.5
2018,PT,KZAKT,,,M29T34,1.4
2018,PT,KZAKT,,,Y35T44,1.7
2018,PT,KZAKT,,,Y45T54,1.1
2018,PT,KZAKT,,,Y55T64,1.6
2018,PT,KZAKT,,,Y_GE65,0.8
2018,PT,KZALM,,,Y16T24,0.8
2018,PT,KZALM,,,M25T28,1.8
2018,PT,KZALM,,,M29T34,2.2
2018,PT,KZALM,,,Y35T44,3.1
2018,PT,KZALM,,,Y45T54,3.8
2018,PT,KZALM,,,Y55T64,14.4
2018,PT,KZALM,,,Y_GE65,14.9
2018,PT,KZATY,,,Y16T24,0.5
2018,PT,KZATY,,,M25T28,0.1
2018,PT,KZATY,,,M29T34,0.5
2018,PT,KZATY,,,Y35T44,0.4
2018,PT,KZATY,,,Y45T54,0.5
2018,PT,KZATY,,,Y55T64,0.4
2018,PT,KZZAP,,,Y16T24,5.2
2018,PT,KZZAP,,,M25T28,4.1
2018,PT,KZZAP,,,M29T34,2.5
2018,PT,KZZAP,,,Y35T44,2.8
2018,PT,KZZAP,,,Y45T54,2.9
2018,PT,KZZAP,,,Y55T64,4.7
2018,PT,KZZHA,,,Y16T24,2.2
2018,PT,KZZHA,,,M25T28,1.8
2018,PT,KZZHA,,,M29T34,2.4
2018,PT,KZZHA,,,Y35T44,1.8
2018,PT,KZZHA,,,Y45T54,1.9
2018,PT,KZZHA,,,Y55T64,1.0
2018,PT,KZKAR,,,Y16T24,1.1
2018,PT,KZKAR,,,M25T28,0.7
2018,PT,KZKAR,,,M29T34,1.4
2018,PT,KZKAR,,,Y35T44,3.0
2018,PT,KZKAR,,,Y45T54,1.3
2018,PT,KZKAR,,,Y55T64,1.0
2018,PT,KZKAR,,,Y_GE65,1.7
2018,PT,KZKUS,,,Y15,45.7
2018,PT,KZKUS,,,Y16T24,4.6
2018,PT,KZKUS,,,M25T28,4.7
2018,PT,KZKUS,,,M29T34,3.6
2018,PT,KZKUS,,,Y35T44,4.0
2018,PT,KZKUS,,,Y45T54,4.5
2018,PT,KZKUS,,,Y55T64,5.9
2018,PT,KZKUS,,,Y_GE65,11.7
2018,PT,KZKZY,,,Y16T24,4.9
2018,PT,KZKZY,,,M25T28,3.9
2018,PT,KZKZY,,,M29T34,3.7
2018,PT,KZKZY,,,Y35T44,3.7
2018,PT,KZKZY,,,Y45T54,3.2
2018,PT,KZKZY,,,Y55T64,2.9
2018,PT,KZKZY,,,Y_GE65,42.9
2018,PT,KZMAN,,,Y16T24,2.7
2018,PT,KZMAN,,,M25T28,1.5
2018,PT,KZMAN,,,M29T34,1.8
2018,PT,KZMAN,,,Y35T44,2.0
2018,PT,KZMAN,,,Y45T54,1.2
2018,PT,KZMAN,,,Y55T64,1.0
2018,PT,KZPAV,,,Y16T24,2.7
2018,PT,KZPAV,,,M25T28,1.3
2018,PT,KZPAV,,,M29T34,1.2
2018,PT,KZPAV,,,Y35T44,1.2
2018,PT,KZPAV,,,Y45T54,1.5
2018,PT,KZPAV,,,Y55T64,2.7
2018,PT,KZSEV,,,Y16T24,0.8
2018,PT,KZSEV,,,M25T28,0.5
2018,PT,KZSEV,,,M29T34,1.1
2018,PT,KZSEV,,,Y35T44,0.8
2018,PT,KZSEV,,,Y45T54,0.5
2018,PT,KZSEV,,,Y55T64,0.6
2018,PT,KZYUZ,,,Y16T24,2.8
2018,PT,KZYUZ,,,M25T28,3.2
2018,PT,KZYUZ,,,M29T34,3.9
2018,PT,KZYUZ,,,Y35T44,2.5
2018,PT,KZYUZ,,,Y45T54,2.6
2018,PT,KZYUZ,,,Y55T64,1.1
2018,PT,KZVOS,,,Y16T24,5.2
2018,PT,KZVOS,,,M25T28,3.3
2018,PT,KZVOS,,,M29T34,2.4
2018,PT,KZVOS,,,Y35T44,2.3
2018,PT,KZVOS,,,Y45T54,3.0
2018,PT,KZVOS,,,Y55T64,4.8
2018,PT,KZVOS,,,Y_GE65,15.3
2018,PT,KZNS,,,M29T34,0.1
2018,PT,KZNS,,,Y45T54,0.2
2018,PT,KZALA,,,Y16T24,0.4
2018,PT,KZALA,,,M25T28,0.8
2018,PT,KZALA,,,M29T34,0.6
2018,PT,KZALA,,,Y35T44,0.3
2018,PT,KZALA,,,Y45T54,0.3
2018,PT,KZALA,,,Y55T64,0.9
2018,PT,KZALA,,,Y_GE65,1.3
2018,PT,KZSHY,,,Y16T24,1.5
2018,PT,KZSHY,,,M25T28,1.2
2018,PT,KZSHY,,,M29T34,0.3
2018,PT,KZSHY,,,Y35T44,0.9
2018,PT,KZSHY,,,Y45T54,0.6
2019,PT,,,,,2.1
2019,PT,KZAKM,,,,3.8
2019,PT,KZAKT,,,,1.6
2019,PT,KZALM,,,,3.8
2019,PT,KZATY,,,,0.4
2019,PT,KZZAP,,,,3.4
2019,PT,KZZHA,,,,1.4
2019,PT,KZKAR,,,,1.8
2019,PT,KZKUS,,,,4.2
2019,PT,KZKZY,,,,3.8
2019,PT,KZMAN,,,,1.3
2019,PT,KZPAV,,,,1.5
2019,PT,KZSEV,,,,0.7
2019,PT,KZYUZ,,,,2.7
2019,PT,KZVOS,,,,3.3
2019,PT,KZNS,,,,0.1
2019,PT,KZALA,,,,0.5
2019,PT,KZSHY,,,,0.7
2019,PT,,M,,,2.3
2019,PT,KZAKM,M,,,3.3
2019,PT,KZAKT,M,,,1.5
2019,PT,KZALM,M,,,4.0
2019,PT,KZATY,M,,,0.3
2019,PT,KZZAP,M,,,3.0
2019,PT,KZZHA,M,,,1.2
2019,PT,KZKAR,M,,,2.0
2019,PT,KZKUS,M,,,4.5
2019,PT,KZKZY,M,,,4.5
2019,PT,KZMAN,M,,,1.3
2019,PT,KZPAV,M,,,1.5
2019,PT,KZSEV,M,,,0.8
2019,PT,KZYUZ,M,,,3.5
2019,PT,KZVOS,M,,,3.3
2019,PT,KZNS,M,,,0.2
2019,PT,KZALA,M,,,0.5
2019,PT,KZSHY,M,,,0.8
2019,PT,,F,,,2.0
2019,PT,KZAKM,F,,,4.4
2019,PT,KZAKT,F,,,1.6
2019,PT,KZALM,F,,,3.5
2019,PT,KZATY,F,,,0.4
2019,PT,KZZAP,F,,,3.8
2019,PT,KZZHA,F,,,1.7
2019,PT,KZKAR,F,,,1.6
2019,PT,KZKUS,F,,,3.8
2019,PT,KZKZY,F,,,3.0
2019,PT,KZMAN,F,,,1.3
2019,PT,KZPAV,F,,,1.5
2019,PT,KZSEV,F,,,0.6
2019,PT,KZYUZ,F,,,1.7
2019,PT,KZVOS,F,,,3.4
2019,PT,KZNS,F,,,0.0
2019,PT,KZALA,F,,,0.5
2019,PT,KZSHY,F,,,0.7
2019,PT,,,U,,1.1
2019,PT,KZAKM,,U,,2.0
2019,PT,KZAKT,,U,,0.8
2019,PT,KZALM,,U,,3.0
2019,PT,KZATY,,U,,0.4
2019,PT,KZZAP,,U,,1.4
2019,PT,KZZHA,,U,,2.8
2019,PT,KZKAR,,U,,1.9
2019,PT,KZKUS,,U,,2.7
2019,PT,KZKZY,,U,,1.2
2019,PT,KZMAN,,U,,0.5
2019,PT,KZPAV,,U,,0.2
2019,PT,KZSEV,,U,,0.8
2019,PT,KZYUZ,,U,,3.8
2019,PT,KZVOS,,U,,0.6
2019,PT,KZNS,,U,,0.1
2019,PT,KZALA,,U,,0.5
2019,PT,KZSHY,,U,,0.7
2019,PT,,,R,,3.6
2019,PT,KZAKM,,R,,5.5
2019,PT,KZAKT,,R,,3.5
2019,PT,KZALM,,R,,4.0
2019,PT,KZATY,,R,,0.4
2019,PT,KZZAP,,R,,5.3
2019,PT,KZZHA,,R,,0.5
2019,PT,KZKAR,,R,,1.6
2019,PT,KZKUS,,R,,5.8
2019,PT,KZKZY,,R,,5.8
2019,PT,KZMAN,,R,,1.9
2019,PT,KZPAV,,R,,4.3
2019,PT,KZSEV,,R,,0.6
2019,PT,KZYUZ,,R,,2.5
2019,PT,KZVOS,,R,,7.7
2019,PT,,,,Y15,35.6
2019,PT,,,,Y16T24,2.6
2019,PT,,,,M25T28,1.6
2019,PT,,,,M29T34,1.6
2019,PT,,,,Y35T44,1.9
2019,PT,,,,Y45T54,2.3
2019,PT,,,,Y55T64,3.2
2019,PT,,,,Y_GE65,8.4
2019,PT,KZAKM,,,Y16T24,4.8
2019,PT,KZAKM,,,M25T28,3.4
2019,PT,KZAKM,,,M29T34,3.1
2019,PT,KZAKM,,,Y35T44,3.1
2019,PT,KZAKM,,,Y45T54,3.1
