Year,UNIT_MEASURE,REF_AREA,Value
2015,PT,,9.1
2016,PT,,10.0
2017,PT,,15.0
2017,PT,KZAKM,23.0
2017,PT,KZAKT,13.0
2017,PT,KZALM,10.9
2017,PT,KZATY,7.9
2017,PT,KZZAP,18.1
2017,PT,KZZHA,21.3
2017,PT,KZKAR,34.4
2017,PT,KZKUS,26.9
2017,PT,KZKZY,10.1
2017,PT,KZMAN,10.0
2017,PT,KZONT,9.8
2017,PT,KZPAV,24.4
2017,PT,KZSEV,26.9
2017,PT,KZVOS,20.6
2017,PT,KZNS,20.0
2017,PT,KZALA,12.0
2018,PT,,20.1
2018,PT,KZAKM,20.3
2018,PT,KZAKT,20.5
2018,PT,KZALM,10.1
2018,PT,KZATY,20.2
2018,PT,KZZAP,22.1
2018,PT,KZZHA,29.9
2018,PT,KZKAR,31.4
2018,PT,KZKUS,20.1
2018,PT,KZKZY,21.0
2018,PT,KZMAN,20.2
2018,PT,KZPAV,73.4
2018,PT,KZSEV,16.0
2018,PT,KZYUZ,9.0
2018,PT,KZVOS,20.5
2018,PT,KZNS,10.3
2018,PT,KZALA,41.2
2018,PT,KZSHY,9.1
2019,PT,,28.67
2019,PT,KZAKM,51.64
2019,PT,KZAKT,35.36
2019,PT,KZALM,16.71
2019,PT,KZATY,24.38
2019,PT,KZZAP,39.27
2019,PT,KZZHA,37.25
2019,PT,KZKAR,37.45
2019,PT,KZKUS,47.59
2019,PT,KZKZY,18.47
2019,PT,KZMAN,32.95
2019,PT,KZPAV,89.19
2019,PT,KZSEV,65.43
2019,PT,KZYUZ,12.73
2019,PT,KZVOS,33.33
2019,PT,KZNS,32.94
2019,PT,KZALA,30.78
2019,PT,KZSHY,23.91
