Year,UNIT_MEASURE,Value
2010,PT,2.3
2011,PT,2.4
2012,PT,2.3
2013,PT,2.0
2014,PT,1.5
2015,PT,2.0
2016,PT,5.6
2017,PT,6.4
2018,PT,6.1
2019,PT,8.8
