Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,million USD,_L_ODA_RCP,1.0
2011,million USD,_L_ODA_RCP,0.12
2012,million USD,_L_ODA_RCP,0.53
2013,million USD,_L_ODA_RCP,10.92
2014,million USD,_L_ODA_RCP,0.22
2015,million USD,_L_ODA_RCP,0.01
2016,million USD,_L_ODA_RCP,2.4
2017,million USD,_L_ODA_RCP,3.01
