Year,UNIT_MEASURE,URBANISATION,SEX,REF_AREA,Value
2014,PT,R,M,KZAKT,18.4
2015,PT,R,M,KZAKT,19.1
2016,PT,R,M,KZAKT,21.3
2017,PT,R,M,KZAKT,26.5
2018,PT,R,M,KZAKT,19.8
2010,PT,R,M,KZALM,21.9
2011,PT,R,M,KZALM,20.8
2012,PT,R,M,KZALM,25.7
2013,PT,R,M,KZALM,24.8
2014,PT,R,M,KZALM,21.9
2015,PT,R,M,KZALM,21.6
2016,PT,R,M,KZALM,21.5
2017,PT,R,M,KZALM,30.0
2018,PT,R,M,KZALM,27.6
2010,PT,R,M,KZATY,13.6
2011,PT,R,M,KZATY,16.3
2012,PT,R,M,KZATY,27.3
2013,PT,R,M,KZATY,23.4
2014,PT,R,M,KZATY,21.4
2015,PT,R,M,KZATY,19.4
2016,PT,R,M,KZATY,25.4
2017,PT,R,M,KZATY,19.5
2018,PT,R,M,KZATY,37.6
2010,PT,R,M,KZZAP,17.0
2011,PT,R,M,KZZAP,15.8
2012,PT,R,M,KZZAP,18.4
2013,PT,R,M,KZZAP,20.4
2014,PT,R,M,KZZAP,21.7
2015,PT,R,M,KZZAP,20.4
2016,PT,R,M,KZZAP,18.1
2017,PT,R,M,KZZAP,19.0
2018,PT,R,M,KZZAP,21.3
2010,PT,R,M,KZZHA,11.3
2011,PT,R,M,KZZHA,14.0
2012,PT,R,M,KZZHA,21.9
2013,PT,R,M,KZZHA,19.8
2014,PT,R,M,KZZHA,20.7
2015,PT,R,M,KZZHA,21.7
2016,PT,R,M,KZZHA,20.0
2017,PT,R,M,KZZHA,23.4
2018,PT,R,M,KZZHA,27.7
2010,PT,R,M,KZKAR,13.2
2011,PT,R,M,KZKAR,23.3
2012,PT,R,M,KZKAR,40.2
2013,PT,R,M,KZKAR,27.6
2014,PT,R,M,KZKAR,17.5
2015,PT,R,M,KZKAR,22.4
2016,PT,R,M,KZKAR,23.3
2017,PT,R,M,KZKAR,26.7
2018,PT,R,M,KZKAR,21.6
2010,PT,R,M,KZKUS,10.4
2011,PT,R,M,KZKUS,13.8
2012,PT,R,M,KZKUS,23.5
2013,PT,R,M,KZKUS,11.6
2014,PT,R,M,KZKUS,22.1
2015,PT,R,M,KZKUS,20.9
2016,PT,R,M,KZKUS,21.5
2017,PT,R,M,KZKUS,23.6
2018,PT,R,M,KZKUS,19.7
2010,PT,R,M,KZKZY,18.8
2011,PT,R,M,KZKZY,24.3
2012,PT,R,M,KZKZY,26.9
2013,PT,R,M,KZKZY,18.9
2014,PT,R,M,KZKZY,25.5
2015,PT,R,M,KZKZY,27.3
2016,PT,R,M,KZKZY,34.3
2017,PT,R,M,KZKZY,34.5
2018,PT,R,M,KZKZY,28.6
2010,PT,R,M,KZMAN,18.1
2011,PT,R,M,KZMAN,28.0
2012,PT,R,M,KZMAN,42.7
2013,PT,R,M,KZMAN,32.9
2014,PT,R,M,KZMAN,29.6
2015,PT,R,M,KZMAN,23.5
2016,PT,R,M,KZMAN,27.0
2017,PT,R,M,KZMAN,25.0
2018,PT,R,M,KZMAN,25.2
2010,PT,R,M,KZONT,13.2
2011,PT,R,M,KZONT,14.6
2012,PT,R,M,KZONT,18.2
2013,PT,R,M,KZONT,16.5
2014,PT,R,M,KZONT,32.4
2015,PT,R,M,KZONT,30.3
2016,PT,R,M,KZONT,30.4
2017,PT,R,M,KZONT,33.9
2010,PT,R,M,KZPAV,8.0
2011,PT,R,M,KZPAV,12.7
2012,PT,R,M,KZPAV,11.2
2013,PT,R,M,KZPAV,14.8
2014,PT,R,M,KZPAV,17.7
2015,PT,R,M,KZPAV,14.5
2016,PT,R,M,KZPAV,20.5
2017,PT,R,M,KZPAV,19.6
2018,PT,R,M,KZPAV,16.7
2010,PT,R,M,KZSEV,8.3
2011,PT,R,M,KZSEV,14.5
2012,PT,R,M,KZSEV,15.2
2013,PT,R,M,KZSEV,13.3
2014,PT,R,M,KZSEV,21.6
2015,PT,R,M,KZSEV,17.8
2016,PT,R,M,KZSEV,13.0
2017,PT,R,M,KZSEV,18.4
2018,PT,R,M,KZSEV,16.2
2018,PT,R,M,KZYUZ,33.4
2010,PT,R,M,KZVOS,11.4
2011,PT,R,M,KZVOS,13.9
2012,PT,R,M,KZVOS,17.1
2013,PT,R,M,KZVOS,12.3
2014,PT,R,M,KZVOS,18.5
2015,PT,R,M,KZVOS,18.9
2016,PT,R,M,KZVOS,25.8
2017,PT,R,M,KZVOS,22.2
2018,PT,R,M,KZVOS,25.9
2010,PT,R,F,,24.1
2011,PT,R,F,,26.3
2012,PT,R,F,,27.0
2013,PT,R,F,,26.4
2014,PT,R,F,,34.1
2015,PT,R,F,,36.0
2016,PT,R,F,,36.9
2017,PT,R,F,,38.0
2018,PT,R,F,,39.1
2010,PT,R,F,KZAKM,19.2
2011,PT,R,F,KZAKM,18.4
2012,PT,R,F,KZAKM,32.4
2013,PT,R,F,KZAKM,32.5
2014,PT,R,F,KZAKM,30.4
2015,PT,R,F,KZAKM,29.4
2016,PT,R,F,KZAKM,37.1
2017,PT,R,F,KZAKM,36.6
2018,PT,R,F,KZAKM,39.9
2010,PT,R,F,KZAKT,34.9
2011,PT,R,F,KZAKT,27.8
2012,PT,R,F,KZAKT,20.5
2013,PT,R,F,KZAKT,28.0
2014,PT,R,F,KZAKT,38.8
2015,PT,R,F,KZAKT,41.0
2016,PT,R,F,KZAKT,39.3
2017,PT,R,F,KZAKT,40.5
2018,PT,R,F,KZAKT,45.8
2010,PT,R,F,KZALM,35.1
2011,PT,R,F,KZALM,34.2
2012,PT,R,F,KZALM,27.1
2013,PT,R,F,KZALM,22.5
2014,PT,R,F,KZALM,29.8
2015,PT,R,F,KZALM,32.0
2016,PT,R,F,KZALM,31.4
2017,PT,R,F,KZALM,36.3
2018,PT,R,F,KZALM,38.0
2010,PT,R,F,KZATY,23.5
2011,PT,R,F,KZATY,28.3
2012,PT,R,F,KZATY,43.9
2013,PT,R,F,KZATY,41.6
2014,PT,R,F,KZATY,41.4
2015,PT,R,F,KZATY,44.8
2016,PT,R,F,KZATY,56.0
2017,PT,R,F,KZATY,53.4
2018,PT,R,F,KZATY,58.3
2010,PT,R,F,KZZAP,26.5
2011,PT,R,F,KZZAP,27.2
2012,PT,R,F,KZZAP,23.2
2013,PT,R,F,KZZAP,34.0
2014,PT,R,F,KZZAP,31.4
2015,PT,R,F,KZZAP,32.5
2016,PT,R,F,KZZAP,33.3
2017,PT,R,F,KZZAP,26.5
2018,PT,R,F,KZZAP,30.2
2010,PT,R,F,KZZHA,16.7
2011,PT,R,F,KZZHA,24.3
2012,PT,R,F,KZZHA,21.5
2013,PT,R,F,KZZHA,15.6
2014,PT,R,F,KZZHA,27.8
2015,PT,R,F,KZZHA,29.9
2016,PT,R,F,KZZHA,25.9
2017,PT,R,F,KZZHA,35.5
2018,PT,R,F,KZZHA,37.7
2010,PT,R,F,KZKAR,31.3
2011,PT,R,F,KZKAR,30.2
2012,PT,R,F,KZKAR,50.2
2013,PT,R,F,KZKAR,42.7
2014,PT,R,F,KZKAR,31.8
2015,PT,R,F,KZKAR,38.4
2016,PT,R,F,KZKAR,37.8
2017,PT,R,F,KZKAR,36.6
2018,PT,R,F,KZKAR,34.7
2010,PT,R,F,KZKUS,27.3
2011,PT,R,F,KZKUS,26.6
2012,PT,R,F,KZKUS,28.8
2013,PT,R,F,KZKUS,30.5
2014,PT,R,F,KZKUS,29.8
2015,PT,R,F,KZKUS,35.1
2016,PT,R,F,KZKUS,30.3
2017,PT,R,F,KZKUS,33.3
2018,PT,R,F,KZKUS,32.4
2010,PT,R,F,KZKZY,25.4
2011,PT,R,F,KZKZY,32.6
2012,PT,R,F,KZKZY,41.5
2013,PT,R,F,KZKZY,46.0
2014,PT,R,F,KZKZY,34.8
2015,PT,R,F,KZKZY,38.3
2016,PT,R,F,KZKZY,42.1
2017,PT,R,F,KZKZY,39.4
2018,PT,R,F,KZKZY,37.5
2010,PT,R,F,KZMAN,26.9
2011,PT,R,F,KZMAN,31.2
2012,PT,R,F,KZMAN,46.1
2013,PT,R,F,KZMAN,27.1
2014,PT,R,F,KZMAN,51.5
2015,PT,R,F,KZMAN,35.6
2016,PT,R,F,KZMAN,37.4
2017,PT,R,F,KZMAN,29.9
2018,PT,R,F,KZMAN,30.6
2010,PT,R,F,KZONT,19.1
2011,PT,R,F,KZONT,23.0
2012,PT,R,F,KZONT,20.9
2013,PT,R,F,KZONT,21.7
2014,PT,R,F,KZONT,42.8
2015,PT,R,F,KZONT,43.8
2016,PT,R,F,KZONT,48.3
2017,PT,R,F,KZONT,48.7
2010,PT,R,F,KZPAV,20.6
2011,PT,R,F,KZPAV,14.9
2012,PT,R,F,KZPAV,19.4
2013,PT,R,F,KZPAV,27.2
2014,PT,R,F,KZPAV,28.0
2015,PT,R,F,KZPAV,30.3
2016,PT,R,F,KZPAV,23.2
2017,PT,R,F,KZPAV,24.2
2018,PT,R,F,KZPAV,35.0
2010,PT,R,F,KZSEV,14.4
2011,PT,R,F,KZSEV,22.8
2012,PT,R,F,KZSEV,21.6
2013,PT,R,F,KZSEV,17.4
2014,PT,R,F,KZSEV,27.1
2015,PT,R,F,KZSEV,30.9
2016,PT,R,F,KZSEV,24.0
2017,PT,R,F,KZSEV,25.0
2018,PT,R,F,KZSEV,26.2
2018,PT,R,F,KZYUZ,49.2
2010,PT,R,F,KZVOS,22.2
2011,PT,R,F,KZVOS,21.9
2012,PT,R,F,KZVOS,20.5
2013,PT,R,F,KZVOS,24.7
2014,PT,R,F,KZVOS,26.9
2015,PT,R,F,KZVOS,36.9
2016,PT,R,F,KZVOS,35.1
2017,PT,R,F,KZVOS,35.9
2018,PT,R,F,KZVOS,29.9
