Year,UNIT_MEASURE,REF_AREA,Value
2010,PT,,0.1534083148247186
2010,PT,KZAKM,0.1
2010,PT,KZAKT,0.05
2010,PT,KZALM,0.07
2010,PT,KZATY,0.08
2010,PT,KZZAP,0.02
2010,PT,KZZHA,0.27
2010,PT,KZKAR,0.05
2010,PT,KZKUS,0.03
2010,PT,KZKZY,0.01
2010,PT,KZMAN,0.21
2010,PT,KZONT,0.04
2010,PT,KZPAV,0.02
2010,PT,KZSEV,0.02
2010,PT,KZVOS,0.41
2010,PT,KZNS,0.25
2010,PT,KZALA,0.34
2011,PT,,0.15
2011,PT,KZAKM,0.06
2011,PT,KZAKT,0.04
2011,PT,KZALM,0.08
2011,PT,KZATY,0.08
2011,PT,KZZAP,0.03
2011,PT,KZZHA,0.03
2011,PT,KZKAR,0.06
2011,PT,KZKUS,0.02
2011,PT,KZKZY,0.01
2011,PT,KZMAN,0.28
2011,PT,KZONT,0.03
2011,PT,KZPAV,0.03
2011,PT,KZSEV,0.02
2011,PT,KZVOS,0.26
2011,PT,KZNS,0.43
2011,PT,KZALA,0.34
2012,PT,,0.17
2012,PT,KZAKM,0.08
2012,PT,KZAKT,0.04
2012,PT,KZALM,0.06
2012,PT,KZATY,0.1
2012,PT,KZZAP,0.03
2012,PT,KZZHA,0.2
2012,PT,KZKAR,0.12
2012,PT,KZKUS,0.03
2012,PT,KZKZY,0.02
2012,PT,KZMAN,0.29
2012,PT,KZONT,0.05
2012,PT,KZPAV,0.03
2012,PT,KZSEV,0.03
2012,PT,KZVOS,0.22
2012,PT,KZNS,0.39
2012,PT,KZALA,0.33
2013,PT,,0.17
2013,PT,KZAKM,0.08
2013,PT,KZAKT,0.03
2013,PT,KZALM,0.06
2013,PT,KZATY,0.05
2013,PT,KZZAP,0.0514447291814105
2013,PT,KZZHA,0.12
2013,PT,KZKAR,0.13
2013,PT,KZKUS,0.03
2013,PT,KZKZY,0.01
2013,PT,KZMAN,0.25
2013,PT,KZONT,0.05
2013,PT,KZPAV,0.02
2013,PT,KZSEV,0.03
2013,PT,KZVOS,0.18
2013,PT,KZNS,0.28
2013,PT,KZALA,0.43
2014,PT,,0.17
2014,PT,KZAKM,0.08
2014,PT,KZAKT,0.04
2014,PT,KZALM,0.04
2014,PT,KZATY,0.04
2014,PT,KZZAP,0.03
2014,PT,KZZHA,0.13
2014,PT,KZKAR,0.14
2014,PT,KZKUS,0.04
2014,PT,KZKZY,0.02
2014,PT,KZMAN,0.25
2014,PT,KZONT,0.05
2014,PT,KZPAV,0.02
2014,PT,KZSEV,0.03
2014,PT,KZVOS,0.13
2014,PT,KZNS,0.25
2014,PT,KZALA,0.42
2015,PT,,0.17
2015,PT,KZAKM,0.1
2015,PT,KZAKT,0.04
2015,PT,KZALM,0.05
2015,PT,KZATY,0.06
2015,PT,KZZAP,0.04
2015,PT,KZZHA,0.07
2015,PT,KZKAR,0.12
2015,PT,KZKUS,0.04
2015,PT,KZKZY,0.02
2015,PT,KZMAN,0.36
2015,PT,KZONT,0.05
2015,PT,KZPAV,0.02
2015,PT,KZSEV,0.03
2015,PT,KZVOS,0.14
2015,PT,KZNS,0.28
2015,PT,KZALA,0.35
2016,PT,,0.14
2016,PT,KZAKM,0.06
2016,PT,KZAKT,0.04
2016,PT,KZALM,0.04
2016,PT,KZATY,0.05
2016,PT,KZZAP,0.09
2016,PT,KZZHA,0.04
2016,PT,KZKAR,0.12
2016,PT,KZKUS,0.04
2016,PT,KZKZY,0.05
2016,PT,KZMAN,0.32
2016,PT,KZONT,0.04
2016,PT,KZPAV,0.02
2016,PT,KZSEV,0.02
2016,PT,KZVOS,0.12
2016,PT,KZNS,0.29
2016,PT,KZALA,0.25
2017,PT,,0.13
2017,PT,KZAKM,0.06
2017,PT,KZAKT,0.04
2017,PT,KZALM,0.04
2017,PT,KZATY,0.06
2017,PT,KZZAP,0.01
2017,PT,KZZHA,0.08
2017,PT,KZKAR,0.08
2017,PT,KZKUS,0.06
2017,PT,KZKZY,0.04
2017,PT,KZMAN,0.24
2017,PT,KZONT,0.03
2017,PT,KZPAV,0.01
2017,PT,KZSEV,0.02
2017,PT,KZVOS,0.16
2017,PT,KZNS,0.28
2017,PT,KZALA,0.21
2018,PT,,0.12
2018,PT,KZAKM,0.1
2018,PT,KZAKT,0.04
2018,PT,KZALM,0.04
2018,PT,KZATY,0.06
2018,PT,KZZAP,0.03
2018,PT,KZZHA,0.05
2018,PT,KZKAR,0.07
2018,PT,KZKUS,0.04
2018,PT,KZKZY,0.02
2018,PT,KZMAN,0.26
2018,PT,KZPAV,0.01
2018,PT,KZSEV,0.02
2018,PT,KZYUZ,0.02
2018,PT,KZVOS,0.15
2018,PT,KZNS,0.21
2018,PT,KZALA,0.22
2018,PT,KZSHY,0.05
2019,PT,,0.12
2019,PT,KZAKM,0.08
2019,PT,KZAKT,0.03
2019,PT,KZALM,0.05
2019,PT,KZATY,0.06
2019,PT,KZZAP,0.04
2019,PT,KZZHA,0.04
2019,PT,KZKAR,0.08
2019,PT,KZKUS,0.03
2019,PT,KZKZY,0.01
2019,PT,KZMAN,0.27
2019,PT,KZPAV,0.04
2019,PT,KZSEV,0.02
2019,PT,KZYUZ,0.01
2019,PT,KZVOS,0.17
2019,PT,KZNS,0.26
2019,PT,KZALA,0.19
2019,PT,KZSHY,0.05
