Year,UNIT_MEASURE,Value
2010,PT,36.5
2011,PT,51.6
2012,PT,40.2
2013,PT,29.4
2014,PT,36.7
2015,PT,40.1
2016,PT,43.4
2017,PT,41.6
2018,PT,42.9
2019,PT,41.2
