Year,UNIT_MEASURE,Value
2010,PT,34.3
2011,PT,32.7
2012,PT,32.7
2013,PT,30.7
2014,PT,31.4
2015,PT,32.2
2016,PT,30.3
2017,PT,30.5
2018,PT,30.5
2019,PT,30.5
